Rank,Release Group,Worldwide,Domestic,%,Foreign,%
1,The Dry,"$2,689,993",-,-,"$2,689,993",100%
2,Shadow in the Cloud,"$40,000","$40,000",100%,-,-
3,Jurassic World 2021 Re-release,"$25,000","$25,000",100%,-,-
4,Big Miracle 2021 Re-release,"$20,846",-,-,"$20,846",100%
5,All Hands on Deck,"$10,103",-,-,"$10,103",100%
6,Days of the Bagnold Summer,"$7,812",-,-,"$7,812",100%
7,Ramprasad Ki Tehrvi,"$5,075",-,-,"$5,075",100%
8,The Delivered,"$4,221",-,-,"$4,221",100%
