Rank,Release Group,Worldwide,Domestic,%,Foreign,%
381,Keep the River on Your Right: A Modern Cannibal Tale,"$373,366","$373,366",100%,-,-
382,Nico and Dani,"$372,850","$370,562",99.4%,"$2,288",0.6%
383,Grégoire Moulin contre l'humanité,"$371,278",-,-,"$371,278",100%
384,Me Without You,"$369,226","$304,909",82.6%,"$64,317",17.4%
385,Inch'Allah dimanche,"$368,488",-,-,"$368,488",100%
386,The Adventures of Felix,"$363,409","$363,409",100%,-,-
387,Grateful Dawg,"$360,251","$360,251",100%,-,-
388,Lumumba,"$352,296","$352,296",100%,-,-
389,Count Axel,"$348,792",-,-,"$348,792",100%
390,A Promise,"$346,556",-,-,"$346,556",100%
391,Send More Candy,"$343,643",-,-,"$343,643",100%
392,"Tsatsiki, Mum and the Policeman","$340,968",-,-,"$340,968",100%
393,No Regrets,"$336,662",-,-,"$336,662",100%
394,Bond of Love,"$335,431",-,-,"$335,431",100%
395,Rec,"$333,118",-,-,"$333,118",100%
396,Come Undone,"$326,484","$326,484",100%,-,-
397,The Weight of Water,"$321,279","$109,130",34%,"$212,149",66%
398,Bride of the Wind,"$318,823","$318,823",100%,-,-
399,One Man Up,"$317,231",-,-,"$317,231",100%
400,Dil Chahta Hai,"$316,221",-,-,"$316,221",100%
401,Under the Sun,"$316,020","$316,020",100%,-,-
402,Prop and Berta,"$314,084",-,-,"$314,084",100%
403,Love Vertigo,"$313,903",-,-,"$313,903",100%
404,Russian Doll,"$313,901","$127,103",40.5%,"$186,798",59.5%
405,Goblins and Good Luck 2,"$311,460",-,-,"$311,460",100%
406,May Day Mayhem!,"$308,280",-,-,"$308,280",100%
407,He Died with a Felafel in His Hand,"$307,159",-,-,"$307,159",100%
408,The River,"$302,185",-,-,"$302,185",100%
409,101 Reykjavík 2001 Re-release,"$301,882","$126,404",41.9%,"$175,478",58.1%
410,Jolly Roger,"$300,204",-,-,"$300,204",100%
411,Series 7: The Contenders,"$300,086","$195,065",65%,"$105,021",35%
412,Wet Hot American Summer,"$295,206","$295,206",100%,-,-
413,Not of This World,"$284,907",-,-,"$284,907",100%
414,Betrayed,"$284,817",-,-,"$284,817",100%
415,Kirikou and the Sorceress,"$281,179",-,-,"$281,179",100%
416,The Body,"$280,777","$36,849",13.1%,"$243,928",86.9%
417,Piñero,"$275,171","$275,171",100%,-,-
418,La Ciénaga,"$269,021",-,-,"$269,021",100%
419,Life and Debt,"$263,107","$263,107",100%,-,-
420,What Time Is It There?,"$258,592","$195,760",75.7%,"$62,832",24.3%
421,Happenstance,"$251,444","$251,444",100%,-,-
422,Time and Tide,"$243,978","$10,770",4.4%,"$233,208",95.6%
423,Audition,"$242,759","$131,296",54.1%,"$111,463",45.9%
424,A Crime in Paradise,"$240,026",-,-,"$240,026",100%
425,Kommando Störtebeker,"$239,363",-,-,"$239,363",100%
426,Chopper,"$238,471","$236,185",99%,"$2,286",1%
427,The Independent,"$238,431","$238,431",100%,-,-
428,Change My Life,"$231,972",-,-,"$231,972",100%
429,Kairo,"$231,031",-,-,"$231,031",100%
430,Autumn Spring,"$230,160",-,-,"$230,160",100%
431,Fast Food Fast Women,"$228,787","$17,131",7.5%,"$211,656",92.5%
432,Truly Human,"$228,367",-,-,"$228,367",100%
433,Yeh Raaste Hain Pyaar Ke,"$227,782",-,-,"$227,782",100%
434,Bengal Tiger,"$227,676",-,-,"$227,676",100%
435,Yuen mei ching yan,"$227,079",-,-,"$227,079",100%
436,Blek Giek,"$224,774",-,-,"$224,774",100%
437,Funny Girl 2001 Re-release,"$224,263","$223,306",99.6%,$957,0.4%
438,Beautiful Creatures,"$217,679","$55,835",25.7%,"$161,844",74.3%
439,Il Mare,"$217,147",-,-,"$217,147",100%
440,Beijing Bicycle,"$215,854","$66,131",30.6%,"$149,723",69.4%
441,2001: A Space Odyssey 2001 Re-release,"$215,372",-,-,"$215,372",100%
442,The Vertical Ray of the Sun,"$201,247","$110,134",54.7%,"$91,113",45.3%
443,Christmas Carol: The Movie,"$197,508",-,-,"$197,508",100%
444,Diamond Men,"$191,221","$191,221",100%,-,-
445,La spagnola,"$190,829",-,-,"$190,829",100%
446,One Week,"$190,441","$190,441",100%,-,-
447,The Hidden Fortress,"$183,579","$183,579",100%,-,-
448,Burnt Money,"$183,132","$183,132",100%,-,-
449,Risk,"$181,763",-,-,"$181,763",100%
450,Fulltime Killer,"$181,662","$23,124",12.7%,"$158,538",87.3%
451,Chop Suey,"$179,914","$179,914",100%,-,-
452,Bat sei ching mai,"$178,123",-,-,"$178,123",100%
453,Julietta,"$173,704",-,-,"$173,704",100%
454,Family,"$167,209",-,-,"$167,209",100%
455,Maybe Baby,"$165,046","$20,501",12.4%,"$144,545",87.6%
456,Punks,"$160,083","$160,083",100%,-,-
457,Mi in,"$158,495",-,-,"$158,495",100%
458,Jodi No. 1,"$156,415","$82,834",53%,"$73,581",47%
459,Engel & Joe,"$155,567",-,-,"$155,567",100%
460,The Gleaners & I,"$155,320","$155,320",100%,-,-
461,Go Tigers!,"$151,779","$151,779",100%,-,-
462,Vampire Hunter D: Bloodlust,"$151,086","$151,086",100%,-,-
463,Black Widow,"$150,764",-,-,"$150,764",100%
464,The Day I Became a Woman,"$149,971","$149,971",100%,-,-
465,Ayurveda: Art of Being,"$146,713","$32,267",22%,"$114,446",78%
466,Company Man,"$146,193","$146,193",100%,-,-
467,Dagon,"$145,046",-,-,"$145,046",100%
468,Pettson och Findus - Kattonauten,"$142,876",-,-,"$142,876",100%
469,The High Life,"$139,610",-,-,"$139,610",100%
470,Swiri,"$135,892","$98,452",72.4%,"$37,440",27.6%
471,The Pornographer,"$126,027",-,-,"$126,027",100%
472,Baran,"$125,900","$125,900",100%,-,-
473,Greedy Guts,"$125,716",-,-,"$125,716",100%
474,Roots and Branches,"$125,494",-,-,"$125,494",100%
475,Ride,"$124,871",-,-,"$124,871",100%
476,Dancing at the Blue Iguana,"$122,121","$67,913",55.6%,"$54,208",44.4%
477,All the Queen's Men,"$121,258","$23,662",19.5%,"$97,596",80.5%
478,The Limey 2001 Re-release,"$121,073",-,-,"$121,073",100%
479,The Land Before Time 2001 Re-release,"$116,111",-,-,"$116,111",100%
480,One of the Hollywood Ten,"$114,819",-,-,"$114,819",100%
481,Akira 2001 Re-release,"$114,009","$114,009",100%,-,-
482,Hostile Takeover,"$113,378",-,-,"$113,378",100%
483,Thomas in Love,"$111,523","$44,256",39.7%,"$67,267",60.3%
484,Let's Get Skase,"$110,785",-,-,"$110,785",100%
485,Downtown 81,"$108,058","$108,058",100%,-,-
486,Purely Belter,"$105,735",-,-,"$105,735",100%
487,The Girl,"$104,883","$104,883",100%,-,-
488,Lola,"$103,951","$103,951",100%,-,-
489,Fighter,"$99,938","$99,938",100%,-,-
490,Everybody's Famous!,"$97,353","$81,734",84%,"$15,619",16%
491,Code Unknown,"$95,242","$95,242",100%,-,-
492,Jin-Roh: The Wolf Brigade,"$94,591","$94,591",100%,-,-
493,Haiku Tunnel,"$92,723","$92,723",100%,-,-
494,Ajnabee,"$91,928",-,-,"$91,928",100%
495,Rushmore 2001 Re-release,"$90,281",-,-,"$90,281",100%
496,Silence... We're Rolling,"$90,173",-,-,"$90,173",100%
497,Bay of Angels,"$85,840","$85,840",100%,-,-
498,ABCD,"$83,372","$83,372",100%,-,-
499,Kites Over Helsinki,"$81,968",-,-,"$81,968",100%
500,Best Man in Grass Creek,"$81,760","$81,760",100%,-,-
501,'R Xmas,"$81,476",$850,1%,"$80,626",99%
502,Yau leng ching shu,"$81,310",-,-,"$81,310",100%
503,Songs from the Second Floor,"$80,334","$80,334",100%,-,-
504,"Sobibór, October 14, 1943, 4 p.m.","$79,728","$41,040",51.5%,"$38,688",48.5%
505,Music of the Heart 2001 Re-release,"$77,013",-,-,"$77,013",100%
506,The Wild Bees,"$75,561",-,-,"$75,561",100%
507,Double Whammy,"$74,926",-,-,"$74,926",100%
508,Beijing Rocks,"$73,565",-,-,"$73,565",100%
509,Herman U.S.A.,"$71,509","$71,509",100%,-,-
510,Les âmes câlines,"$71,283",-,-,"$71,283",100%
511,The Cave,"$70,797",-,-,"$70,797",100%
512,The Pinochet Case,"$68,934","$35,701",51.8%,"$33,233",48.2%
513,One Fine Spring Day,"$68,492",-,-,"$68,492",100%
514,The Old Man and the Sea,"$67,740",-,-,"$67,740",100%
515,Kat,"$67,035",-,-,"$67,035",100%
516,The Town Is Quiet,"$66,303","$66,303",100%,-,-
517,Expulsion from Paradise,"$65,626",-,-,"$65,626",100%
518,Aberdeen,"$65,090","$65,090",100%,-,-
519,Last Resort,"$65,041","$37,283",57.3%,"$27,758",42.7%
520,Reflection,"$65,036",-,-,"$65,036",100%
521,Yolngu Boy,"$64,318",-,-,"$64,318",100%
522,Petit Potam,"$64,199",-,-,"$64,199",100%
523,Gun Shy 2001 Re-release,"$63,164",-,-,"$63,164",100%
524,Tears of the Black Tiger,"$62,938",-,-,"$62,938",100%
525,Le monde de Marty,"$60,243",-,-,"$60,243",100%
526,The Whiz Kids,"$60,243",-,-,"$60,243",100%
527,L'autre monde,"$58,445",-,-,"$58,445",100%
528,Kuch Khatti Kuch Meethi,"$57,188","$57,188",100%,-,-
529,Královský slib,"$57,153",-,-,"$57,153",100%
530,Così ridevano,"$57,009","$57,009",100%,-,-
531,Unfair Competition,"$55,928",-,-,"$55,928",100%
532,Cube 2001 Re-release,"$54,995",-,-,"$54,995",100%
533,Shiner,"$52,843",-,-,"$52,843",100%
534,Was geht - Die fantastischen Vier,"$51,712",-,-,"$51,712",100%
535,A Matter of Taste,"$51,148","$10,720",21%,"$40,428",79%
536,Der Traum ist aus - Die Erben der Scherben,"$50,853",-,-,"$50,853",100%
537,Merry-Go-Round,"$50,748",-,-,"$50,748",100%
538,A Gambler's Story,"$49,796",-,-,"$49,796",100%
539,Eureka,"$49,388","$49,388",100%,-,-
540,The Amati Girls,"$49,136","$49,136",100%,-,-
541,Azzurro,"$48,030",-,-,"$48,030",100%
542,Some Like It Hot 2001 Re-release,"$47,675",-,-,"$47,675",100%
543,White Cherries,"$47,505",-,-,"$47,505",100%
544,Martha... Martha,"$45,978",-,-,"$45,978",100%
545,Doctor Zhivago 2001 Re-release,"$44,960",-,-,"$44,960",100%
546,Barking Dogs Never Bite,"$44,767",-,-,"$44,767",100%
547,Princess Mononoke 2001 Re-release,"$44,599",-,-,"$44,599",100%
548,Parallel Worlds,"$44,429",-,-,"$44,429",100%
549,Ultraman Cosmos: The First Contact,"$43,992",-,-,"$43,992",100%
550,Sinbad,"$43,919",-,-,"$43,919",100%
551,The Circle,"$43,918","$43,918",100%,-,-
552,"February 15, 1839","$43,595","$43,595",100%,-,-
553,Ikíngut,"$41,741",-,-,"$41,741",100%
554,Simon Magus,"$40,861","$40,861",100%,-,-
555,Visible Secret,"$40,809",-,-,"$40,809",100%
556,Goodbye Charlie Bright,"$40,571",-,-,"$40,571",100%
557,Gripsholm,"$39,616",-,-,"$39,616",100%
558,Being Light,"$39,551",-,-,"$39,551",100%
559,Jak ukrást Dagmaru,"$39,012",-,-,"$39,012",100%
560,Super 8 Stories,"$38,709",-,-,"$38,709",100%
561,Breakfast at Tiffany's,"$38,663",-,-,"$38,663",100%
562,Pavilion of Women,"$36,992","$36,992",100%,-,-
563,Amour d'enfance,"$36,696",-,-,"$36,696",100%
564,100 Pro,"$35,562",-,-,"$35,562",100%
565,Signs & Wonders,"$33,842","$33,842",100%,-,-
566,Comedy of Innocence,"$33,737",-,-,"$33,737",100%
567,The Turandot Project,"$33,504","$33,504",100%,-,-
568,Life: A User's Manual,"$33,236","$33,236",100%,-,-
569,Jing tian da tao wan,"$32,963",-,-,"$32,963",100%
570,England!,"$32,049",-,-,"$32,049",100%
571,El Bola,"$30,903",-,-,"$30,903",100%
572,Gauche the Cellist,"$30,534",-,-,"$30,534",100%
573,Thema Nr. 1,"$29,775",-,-,"$29,775",100%
574,Dramarama,"$29,049",-,-,"$29,049",100%
575,Band of Outsiders,"$28,656","$28,656",100%,-,-
576,"South of Heaven, West of Hell","$28,149","$28,149",100%,-,-
577,King of the Jungle,"$27,841","$27,841",100%,-,-
578,Deep Breath,"$26,135",-,-,"$26,135",100%
579,Maze,"$26,041","$26,041",100%,-,-
580,Spriggan,"$25,824","$25,824",100%,-,-
581,A Map of the World 2001 Re-release,"$25,743",-,-,"$25,743",100%
582,Werckmeister Harmonies,"$25,461","$25,461",100%,-,-
583,Shadow Glories,"$24,997","$24,997",100%,-,-
584,2001: A Space Travesty,"$24,706",-,-,"$24,706",100%
585,Women's Private Parts,"$24,325",-,-,"$24,325",100%
586,ABC Africa,"$22,881","$9,075",39.7%,"$13,806",60.3%
587,17 rue Bleue,"$21,414",-,-,"$21,414",100%
588,The Black Beach,"$20,426",-,-,"$20,426",100%
589,L'Integrale Kubrick Selon Kubrick,"$20,036",-,-,"$20,036",100%
590,The Simian Line,"$19,823","$19,823",100%,-,-
591,Heinrich der Säger,"$18,561",-,-,"$18,561",100%
592,Les contes de la mère poule,"$18,330",-,-,"$18,330",100%
593,The King Is Alive,"$17,929","$17,929",100%,-,-
594,Wild Innocence,"$17,347",-,-,"$17,347",100%
595,Speedway Junky,"$17,246","$17,246",100%,-,-
596,A Real Young Girl,"$17,245","$17,245",100%,-,-
597,Pandaemonium,"$17,113","$5,151",30.1%,"$11,962",69.9%
598,Paria,"$17,061",-,-,"$17,061",100%
599,Eban and Charley,"$16,918","$16,918",100%,-,-
600,Lalli Johns,"$16,450",-,-,"$16,450",100%
601,Actors Anonymous,"$16,416",-,-,"$16,416",100%
602,H Story,"$16,245",-,-,"$16,245",100%
603,Seven Songs from the Tundra,"$16,099",-,-,"$16,099",100%
604,Kevin & Perry Go Large,"$15,932",-,-,"$15,932",100%
605,"Massoud, the Afghan","$15,725",-,-,"$15,725",100%
606,Nora,"$15,120","$15,120",100%,-,-
607,La fille de son père,"$15,054",-,-,"$15,054",100%
608,Two Ninas,"$14,725","$14,725",100%,-,-
609,Walk the Talk,"$12,900",-,-,"$12,900",100%
610,Children Underground,"$12,798","$12,798",100%,-,-
611,Peony Pavillion,"$12,205",-,-,"$12,205",100%
612,New York in the 50's,"$11,882","$11,882",100%,-,-
613,Desert Moon,"$11,783",-,-,"$11,783",100%
614,My Voyage to Italy,"$11,683","$11,683",100%,-,-
615,Storm Catcher,"$11,580",-,-,"$11,580",100%
616,The Children of Russia,"$11,490",-,-,"$11,490",100%
617,Honey for Oshun,"$10,659",-,-,"$10,659",100%
618,Normaal - Ik kom altied weer terug,"$10,447",-,-,"$10,447",100%
619,Chilly Dogs,"$10,327",-,-,"$10,327",100%
620,Histoires de vies,"$10,124",-,-,"$10,124",100%
621,Marlene-Sternberg: Les Deux Films,"$9,849",-,-,"$9,849",100%
622,"Hey, Happy!","$9,620",-,-,"$9,620",100%
623,The Young Girl and the Monsoon,"$9,186","$9,186",100%,-,-
624,Monday,"$9,017",-,-,"$9,017",100%
625,Tigerland 2001 Re-release,"$9,009",-,-,"$9,009",100%
626,The Tunnel,"$8,949",-,-,"$8,949",100%
627,The Shining 2001 Re-release,"$8,866",-,-,"$8,866",100%
628,Stage Door 2001 Re-release,"$8,835",-,-,"$8,835",100%
629,Bounce: Behind the Velvet Rope,"$8,779","$8,779",100%,-,-
630,Everything Put Together,"$8,741","$2,963",33.9%,"$5,778",66.1%
631,The Secret,"$8,515",-,-,"$8,515",100%
632,Enigma,"$8,197",-,-,"$8,197",100%
633,Pat Garrett & Billy the Kid,"$7,717",-,-,"$7,717",100%
634,La question,"$7,519",-,-,"$7,519",100%
635,"Malraux, tu m'étonnes!","$7,374",-,-,"$7,374",100%
636,Cabriolet,"$7,316",-,-,"$7,316",100%
637,Pork Chop Hill,"$6,736",-,-,"$6,736",100%
638,The Flame and the Arrow,"$6,713",-,-,"$6,713",100%
639,Bloody Angels,"$6,509","$6,509",100%,-,-
640,Boxcar Bertha 2001 Re-release,"$6,443",-,-,"$6,443",100%
641,Scottsboro: An American Tragedy,"$6,123","$6,123",100%,-,-
642,Stickmen,"$6,053",-,-,"$6,053",100%
643,Rat,"$5,980","$2,630",44%,"$3,350",56%
644,"Serbia, Year Zero","$5,892",-,-,"$5,892",100%
645,Virus 2001 Re-release,"$5,849",-,-,"$5,849",100%
646,Bad Blood,"$5,812","$5,812",100%,-,-
647,Dear Fidel,"$5,554",-,-,"$5,554",100%
648,No Place to Go,"$5,252",-,-,"$5,252",100%
649,Paths of Glory 2001 Re-release,"$5,252",-,-,"$5,252",100%
650,Lakeboat,"$5,159","$5,159",100%,-,-
651,Tirana Year Zero,"$5,153",-,-,"$5,153",100%
652,The Sugarland Express 2001 Re-release,"$4,841",-,-,"$4,841",100%
653,Violett & Mr; b.,"$4,716",-,-,"$4,716",100%
654,Made in the USA,"$4,399",-,-,"$4,399",100%
655,Manuela Sáenz,"$4,358",-,-,"$4,358",100%
656,I Vitelloni,"$4,337",-,-,"$4,337",100%
657,Durian Durian,"$4,266",-,-,"$4,266",100%
658,Farewell,"$4,146",-,-,"$4,146",100%
659,Let It Snow,"$4,020",-,-,"$4,020",100%
660,Boy on a Dolphin,"$3,867",-,-,"$3,867",100%
661,"Workers, Peasants","$3,848",-,-,"$3,848",100%
662,The Child and the Soldier,"$3,806",-,-,"$3,806",100%
663,Makibefo,"$3,739",-,-,"$3,739",100%
664,The Son of Jean-Claude Videau,"$3,650",-,-,"$3,650",100%
665,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 2001 Re-release,"$3,604",-,-,"$3,604",100%
666,El sueño del caimán,"$3,482",-,-,"$3,482",100%
667,Guinevere 2001 Re-release,"$3,397",-,-,"$3,397",100%
668,Drowning Mona 2001 Re-release,"$3,340",-,-,"$3,340",100%
669,The King Is Dancing,"$3,203",-,-,"$3,203",100%
670,Hiroshima Mon Amour,"$3,193",-,-,"$3,193",100%
671,Moulin Rouge,"$3,188",-,-,"$3,188",100%
672,La bête de miséricorde,"$3,162",-,-,"$3,162",100%
673,Those Facing Us,"$3,141",-,-,"$3,141",100%
674,Oeuvres Majeures de Johan Van der Keuken,"$3,136",-,-,"$3,136",100%
675,In Vanda's Room,"$2,912",-,-,"$2,912",100%
676,Chittagong: The Last Stopover,"$2,876",-,-,"$2,876",100%
677,Lush,"$2,763","$2,763",100%,-,-
678,Ginger Snaps,"$2,554","$2,554",100%,-,-
679,Whatever Happened to Harold Smith?,"$2,543","$2,543",100%,-,-
680,Time Bandits 2001 Re-release,"$2,444",-,-,"$2,444",100%
681,Beautiful Joe,"$2,009",-,-,"$2,009",100%
682,A Trip to the Country,"$1,976",-,-,"$1,976",100%
683,Late Night Shopping,"$1,743",-,-,"$1,743",100%
684,A Handful of Grass,"$1,654",-,-,"$1,654",100%
685,"Love, Honor and Obey","$1,400","$1,400",100%,-,-
686,Suspicious River,"$1,350",-,-,"$1,350",100%
687,Strictly Sinatra,"$1,066",-,-,"$1,066",100%
688,The Last Wave 2001 Re-release,$957,$957,100%,-,-
689,Salaam Bombay! 2001 Re-release,$712,-,-,$712,100%
690,Sorority Girls' Revenge,$582,$582,100%,-,-
