Rank,Release Group,Worldwide,Domestic,%,Foreign,%
801,A Choo,"$144,669",-,-,"$144,669",100%
802,Wendy,"$144,564","$143,518",99.3%,"$1,046",0.7%
803,The Woman Who Ran,"$144,415",-,-,"$144,415",100%
804,The Mission 2020 Re-release,"$143,364",-,-,"$143,364",100%
805,H is for Happiness,"$142,855",-,-,"$142,855",100%
806,The Soul Collector,"$142,725",-,-,"$142,725",100%
807,Brillebjørn feirer jul,"$142,317",-,-,"$142,317",100%
808,Love Aaj Kal 2,"$141,918",-,-,"$141,918",100%
809,The Silencing,"$141,479","$100,746",71.2%,"$40,733",28.8%
810,White Riot,"$141,296",-,-,"$141,296",100%
811,Good as New,"$140,991",-,-,"$140,991",100%
812,We Are Champions,"$140,937",-,-,"$140,937",100%
813,The Dawn,"$140,710",-,-,"$140,710",100%
814,Nahas XLarge,"$140,555",-,-,"$140,555",100%
815,Incitement,"$140,306","$140,306",100%,-,-
816,My God! Father,"$139,511",-,-,"$139,511",100%
817,Final Report,"$139,456",-,-,"$139,456",100%
818,The Washing Machine,"$138,968",-,-,"$138,968",100%
819,O Filme do Bruno Aleixo,"$138,200",-,-,"$138,200",100%
820,Schemers,"$137,800",-,-,"$137,800",100%
821,Simon's Got a Gift,"$137,358",-,-,"$137,358",100%
822,Beneath Us,"$137,260","$137,260",100%,-,-
823,Harry Potter and the Chamber of Secrets 2020 Re-release,"$136,772",-,-,"$136,772",100%
824,Combat Wombat,"$136,463",-,-,"$136,463",100%
825,Revenir,"$135,628",-,-,"$135,628",100%
826,Rifkin's Festival,"$135,404",-,-,"$135,404",100%
827,Feride,"$134,497",-,-,"$134,497",100%
828,The Times of Bill Cunningham,"$134,288","$134,288",100%,-,-
829,Stop! Thieves,"$134,144",-,-,"$134,144",100%
830,Man Up!,"$133,983",-,-,"$133,983",100%
831,The Lord of the Rings: The Two Towers 2020 Re-release,"$133,501",-,-,"$133,501",100%
832,Sus scrofa,"$133,094",-,-,"$133,094",100%
833,The Banishing,"$131,564",-,-,"$131,564",100%
834,Creators: The Past,"$131,473",-,-,"$131,473",100%
835,The Tie,"$131,242",-,-,"$131,242",100%
836,Halloween 2020 Re-release,"$129,763",-,-,"$129,763",100%
837,Arkansas,"$128,761",-,-,"$128,761",100%
838,Sai Gon in the Rain,"$128,358",-,-,"$128,358",100%
839,Harry Potter and the Prisoner of Azkaban 2020 Re-release,"$128,104",-,-,"$128,104",100%
840,Buiten is het Feest,"$127,884",-,-,"$127,884",100%
841,The Black Box,"$127,742",-,-,"$127,742",100%
842,Harry Potter and the Half-Blood Prince 2020 Re-release,"$127,700",-,-,"$127,700",100%
843,Solo Brathuke So Better,"$126,983","$45,000",35.4%,"$81,983",64.6%
844,Noah Land,"$126,962",-,-,"$126,962",100%
845,The Unfamiliar,"$126,360",-,-,"$126,360",100%
846,Harry Potter and the Order of the Phoenix 2020 Re-release,"$126,170",-,-,"$126,170",100%
847,Mortal,"$126,068",-,-,"$126,068",100%
848,Only,"$125,603",-,-,"$125,603",100%
849,Cell No. 7,"$125,127",-,-,"$125,127",100%
850,"A Dark, Dark Man","$124,792",-,-,"$124,792",100%
851,Escuela para Seductores,"$124,071",-,-,"$124,071",100%
852,Antigone,"$123,645",-,-,"$123,645",100%
853,Tygyn Darkhan,"$123,406",-,-,"$123,406",100%
854,"14 Days, 12 Nights","$122,806","$122,530",99.8%,$276,0.2%
855,Hab,"$122,191",-,-,"$122,191",100%
856,Ik Sandhu Hunda Si,"$122,172",-,-,"$122,172",100%
857,Wool-Ji-Ma Ton-Ze 2: Shu-Keu-Ran Ba-Ba,"$121,103",-,-,"$121,103",100%
858,Memories of Murder 2020 Re-release,"$120,321",-,-,"$120,321",100%
859,Masameer the Movie,"$119,886",-,-,"$119,886",100%
860,Epicentro,"$119,413",-,-,"$119,413",100%
861,El Camino de Xico,"$119,373",-,-,"$119,373",100%
862,Notturno,"$119,354",-,-,"$119,354",100%
863,Norm of the North: Family Vacation,"$119,287",-,-,"$119,287",100%
864,Come to Daddy,"$117,947","$96,713",82%,"$21,234",18%
865,Tieteybit,"$117,379",-,-,"$117,379",100%
866,Casting na lásku,"$117,151",-,-,"$117,151",100%
867,Three Summers,"$116,720",-,-,"$116,720",100%
868,Archenemy,"$115,958","$101,360",87.4%,"$14,598",12.6%
869,Happy Old Year,"$115,871",-,-,"$115,871",100%
870,The Legend of the Five,"$115,490",-,-,"$115,490",100%
871,FLCL Progressive: Stone Skipping,"$115,304",-,-,"$115,304",100%
872,The Innocence,"$115,260",-,-,"$115,260",100%
873,The Greatest Showman 2020 Re-release,"$114,961",-,-,"$114,961",100%
874,Moving On,"$114,575",-,-,"$114,575",100%
875,Pattas,"$114,121",-,-,"$114,121",100%
876,The Legend of Baron To'a,"$113,880",-,-,"$113,880",100%
877,A Christmas Carol,"$113,730",-,-,"$113,730",100%
878,Upgrade 2020 Re-release,"$113,126",-,-,"$113,126",100%
879,Nasipse Olur,"$112,535",-,-,"$112,535",100%
880,Hard Kill,"$111,523",-,-,"$111,523",100%
881,Death of Me,"$111,275",-,-,"$111,275",100%
882,Side Effect,"$111,272",-,-,"$111,272",100%
883,The Honeymoon Suite,"$111,271",-,-,"$111,271",100%
884,Heaven,"$111,232","$111,232",100%,-,-
885,Steel Rain 2,"$110,914",-,-,"$110,914",100%
886,Ping-Keu-Pong Ci-Ne-Ma Con-Seo-Teu: Woo-Ju-Dae-Tam-Heom,"$110,861",-,-,"$110,861",100%
887,Swimming for Gold,"$110,415",-,-,"$110,415",100%
888,Halley's Comet,"$110,324",-,-,"$110,324",100%
889,Funhouse,"$110,064",-,-,"$110,064",100%
890,Very Female Stories,"$109,553",-,-,"$109,553",100%
891,Indoo Ki Jawani,"$108,281",-,-,"$108,281",100%
892,MULT v kino. Vol 117,"$108,067",-,-,"$108,067",100%
893,A Perfectly Normal Family,"$107,733",-,-,"$107,733",100%
894,Shadow Country,"$107,493",-,-,"$107,493",100%
895,The End of the Storm,"$107,438",-,-,"$107,438",100%
896,The Unknown Saint,"$107,234",-,-,"$107,234",100%
897,Jazzy Misfits,"$106,265",-,-,"$106,265",100%
898,Lost Girls and Love Hotels,"$106,045",-,-,"$106,045",100%
899,A French Woman,"$105,938",-,-,"$105,938",100%
900,Miss Juneteenth,"$105,908","$92,349",87.2%,"$13,559",12.8%
901,Before the Wrath,"$105,697",-,-,"$105,697",100%
902,Peggy Sue Got Married 2020 Re-release,"$105,507",-,-,"$105,507",100%
903,The Roads Not Taken,"$105,439","$3,518",3.3%,"$101,921",96.7%
904,Histoire d'un regard,"$105,276",-,-,"$105,276",100%
905,"Memories to Choke On, Drinks to Wash Them Down","$104,852",-,-,"$104,852",100%
906,Fatal Visit,"$104,759",-,-,"$104,759",100%
907,Masha's Songs,"$104,236",-,-,"$104,236",100%
908,Kannum Kannum Kollaiyadithaal,"$104,155",-,-,"$104,155",100%
909,Elliot the Littlest Reindeer 2020 Re-release,"$103,769",-,-,"$103,769",100%
910,A Night at the Louvre: Leonardo da Vinci,"$103,413",-,-,"$103,413",100%
911,Nomer Odin,"$103,202",-,-,"$103,202",100%
912,Calm with Horses,"$103,162",-,-,"$103,162",100%
913,Oliver Sacks: His Own Life,"$103,095",-,-,"$103,095",100%
914,Ala Vykuntapurram Loo,"$103,082",-,-,"$103,082",100%
915,Vic the Viking,"$101,949",-,-,"$101,949",100%
916,First Cow,"$101,068","$101,068",100%,-,-
917,The Dark Knight Rises 2020 Re-release,"$100,148",-,-,"$100,148",100%
918,Live,"$99,695",-,-,"$99,695",100%
919,Mafia: Chapter 1,"$98,941",-,-,"$98,941",100%
920,Toorbos,"$98,307",-,-,"$98,307",100%
921,The Garden,"$97,299",-,-,"$97,299",100%
922,Dear Tenant,"$97,003",-,-,"$97,003",100%
923,Exhibition on Screen: Lucian Freud - A Self Portrait 2020,"$93,981",-,-,"$93,981",100%
924,Moterys meluoja geriau. Robertelis. Antroji Banga!,"$93,848",-,-,"$93,848",100%
925,First Lady,"$93,298","$93,298",100%,-,-
926,World Famous Lover,"$92,765",-,-,"$92,765",100%
927,Morgue,"$92,266",-,-,"$92,266",100%
928,The Stand In,"$91,367",-,-,"$91,367",100%
929,Song Without a Name,"$91,313",-,-,"$91,313",100%
930,La Dolce Vita 2020 Re-release,"$91,022",-,-,"$91,022",100%
931,Preparations to be Together for an Unknown Period of Time,"$90,632",-,-,"$90,632",100%
932,Max Winslow and the House of Secrets,"$89,532","$31,250",34.9%,"$58,282",65.1%
933,The Salt of Tears,"$89,465",-,-,"$89,465",100%
934,Maceraci Yüzgeçler: Büyük Gösteri,"$88,716",-,-,"$88,716",100%
935,The Fallen,"$88,245",-,-,"$88,245",100%
936,Hearts and Bones,"$87,522",-,-,"$87,522",100%
937,Savage State,"$87,243",-,-,"$87,243",100%
938,Collective,"$86,883",-,-,"$86,883",100%
939,10 Horas para o Natal,"$86,872",-,-,"$86,872",100%
940,Lowdown Dirty Criminals,"$86,730",-,-,"$86,730",100%
941,Para toda la muerte,"$85,948",-,-,"$85,948",100%
942,Schaste V Konverte,"$85,856",-,-,"$85,856",100%
943,Secrets of the Wind,"$84,892",-,-,"$84,892",100%
944,The Mortuary Collection,"$84,781",-,-,"$84,781",100%
945,Paradise Drifters,"$84,699",-,-,"$84,699",100%
946,The Dark Knight 2018 Re-release,"$84,589",-,-,"$84,589",100%
947,Beloved 2020 Re-release,"$84,354",-,-,"$84,354",100%
948,Three Tenors: Voices For Eternity,"$83,563",-,-,"$83,563",100%
949,Jiu Jitsu,"$83,460",-,-,"$83,460",100%
950,Monsoon,"$83,446",-,-,"$83,446",100%
951,The Big Step,"$83,298",-,-,"$83,298",100%
952,The Cleansing Hour,"$82,216",-,-,"$82,216",100%
953,On the Basis of Sex 2020 Re-release,"$82,150","$82,150",100%,-,-
954,Helmut Newton: The Bad and the Beautiful,"$81,685",-,-,"$81,685",100%
955,iHuman,"$80,105",-,-,"$80,105",100%
956,Efsunlu Ayin,"$79,498",-,-,"$79,498",100%
957,Kiki: Lanet-i Cin,"$79,225",-,-,"$79,225",100%
958,Harry Potter and the Deathly Hallows: Part 1 2020 Re-release,"$79,140",-,-,"$79,140",100%
959,The Nightingale,"$78,983",-,-,"$78,983",100%
960,Forrest Gump 2020 Re-release,"$78,318",-,-,"$78,318",100%
961,Nomad: In the Footsteps of Bruce Chatwin,"$78,100",-,-,"$78,100",100%
962,Nguoi Can Quen Phai Nho,"$78,037",-,-,"$78,037",100%
963,The Curse of the Handsome Man,"$77,959",-,-,"$77,959",100%
964,Chained,"$77,839",-,-,"$77,839",100%
965,Doctor Strange 2020 Re-release,"$77,681",-,-,"$77,681",100%
966,The Clearing,"$77,182",-,-,"$77,182",100%
967,Our Lady of the Nile,"$76,635",-,-,"$76,635",100%
968,Cross the Line,"$76,520",-,-,"$76,520",100%
969,Super Bear,"$76,322",-,-,"$76,322",100%
970,Har Kisse Ke Hisse: Kaamyaab,"$76,120",-,-,"$76,120",100%
971,American Folk 2020 Re-release,"$75,829",-,-,"$75,829",100%
972,Crescendo,"$74,993",-,-,"$74,993",100%
973,Timmy's Cinema Adventure,"$74,665",-,-,"$74,665",100%
974,Harry Potter and the Goblet of Fire 2020 Re-release,"$74,533",-,-,"$74,533",100%
975,Mogul Mowgli,"$73,785",-,-,"$73,785",100%
976,Goodfellas 2020 Re-release,"$73,358",-,-,"$73,358",100%
977,Poppie Nongena,"$73,033",-,-,"$73,033",100%
978,Flash Gordon 2020 Re-release,"$72,928",-,-,"$72,928",100%
979,Super Crazy 2020 Re-release,"$72,847",-,-,"$72,847",100%
980,Cosa sarà,"$72,624",-,-,"$72,624",100%
981,The Leadership,"$72,614",-,-,"$72,614",100%
982,Pray: The Story of Patrick Peyton,"$72,347","$72,347",100%,-,-
983,Nova Lituania,"$72,011",-,-,"$72,011",100%
984,Come and See 2020 Re-release,"$71,909","$71,909",100%,-,-
985,MULT v kino. Vol 118,"$71,894",-,-,"$71,894",100%
986,Stare,"$71,453",-,-,"$71,453",100%
987,O Melhor Verão das Nossas Vidas,"$71,333",-,-,"$71,333",100%
988,Lunana: A Yak in the Classroom,"$70,996",-,-,"$70,996",100%
989,Valhalla - The Legend of Thor,"$70,821",-,-,"$70,821",100%
990,How to Build a Girl,"$70,632","$70,632",100%,-,-
991,Moral Order,"$70,086",-,-,"$70,086",100%
992,Nick Mason's Saucerful of Secrets: Live at the Roundhouse,"$69,967","$32,444",46.4%,"$37,523",53.6%
993,Ghost in Transit,"$69,965",-,-,"$69,965",100%
994,My Neighbor Totoro 2020 Re-release,"$69,936",-,-,"$69,936",100%
995,Toi La Nao Ca Vang,"$69,910",-,-,"$69,910",100%
996,Skylines,"$69,808",-,-,"$69,808",100%
997,Broken Law,"$69,024",-,-,"$69,024",100%
998,Eternal Beauty,"$68,905",-,-,"$68,905",100%
999,Sniper: Assassin's End,"$68,881",-,-,"$68,881",100%
"1,000",Crock of Gold: A Few Rounds with Shane MacGowan,"$68,136","$2,455",3.6%,"$65,681",96.4%
"1,001",Last Days of Spring,"$66,831",-,-,"$66,831",100%
"1,002",K2 vlastní cestou,"$66,672",-,-,"$66,672",100%
"1,003",Jinde Meriye,"$66,637",-,-,"$66,637",100%
"1,004",Soul Mate,"$66,310",-,-,"$66,310",100%
"1,005",Our Times 2020 Re-release,"$66,017",-,-,"$66,017",100%
"1,006",No Way Back,"$64,148",-,-,"$64,148",100%
"1,007",The Midnight Sky,"$62,557",-,-,"$62,557",100%
"1,008",The Italian Job 2020 Re-release,"$62,277",-,-,"$62,277",100%
"1,009",Thang Máy,"$62,272",-,-,"$62,272",100%
"1,010",Viva the Underdogs,"$61,491",-,-,"$61,491",100%
"1,011",L'envolée,"$61,206",-,-,"$61,206",100%
"1,012",A Very Bad Friend,"$60,598",-,-,"$60,598",100%
"1,013",Achoura,"$60,148",-,-,"$60,148",100%
"1,014",8½ 2020 Re-release,"$59,977",-,-,"$59,977",100%
"1,015",MULT v kino. Vol 119,"$59,624",-,-,"$59,624",100%
"1,016",My Brothers' Crossing,"$59,395","$59,395",100%,-,-
"1,017",Avane Srimannarayana,"$59,302",-,-,"$59,302",100%
"1,018",Saint Frances,"$59,257","$44,330",74.8%,"$14,927",25.2%
"1,019",Lil' Buck: Real Swan,"$58,552",-,-,"$58,552",100%
"1,020",My Little Pony: Rainbow Roadtrip,"$58,498",-,-,"$58,498",100%
"1,021",Solteira Quase Surtando,"$58,444",-,-,"$58,444",100%
"1,022",Aliens 2020 Re-release,"$58,086",-,-,"$58,086",100%
"1,023",Russkie gruziny. Film pervyy,"$57,763",-,-,"$57,763",100%
"1,024",The Cursed Lesson,"$57,655",-,-,"$57,655",100%
"1,025",Daniel,"$57,263",-,-,"$57,263",100%
"1,026",Man from Podolsk,"$57,178",-,-,"$57,178",100%
"1,027",The Dissident,"$57,000","$57,000",100%,-,-
"1,028",Julemandens datter 2,"$56,775",-,-,"$56,775",100%
"1,029",Mamma Mia! Here We Go Again 2020 Re-release,"$56,436",-,-,"$56,436",100%
"1,030",Saint Judy 2020 Re-release,"$55,872",-,-,"$55,872",100%
"1,031",Abou Leila,"$55,581",-,-,"$55,581",100%
"1,032",Mama's Music Box,"$55,221",-,-,"$55,221",100%
"1,033",Come as You Are 2020 Re-release,"$55,093",-,-,"$55,093",100%
"1,034",Coda,"$54,948",-,-,"$54,948",100%
"1,035",Bings Kerstfeest en andere Verhalen,"$54,676",-,-,"$54,676",100%
"1,036",Hotel by the River 2020 Re-release,"$54,565",-,-,"$54,565",100%
"1,037",A Simple Wedding,"$54,415","$54,415",100%,-,-
"1,038",An Old Lady,"$53,887",-,-,"$53,887",100%
"1,039",It's a Wonderful Life 2020 Re-release,"$53,578","$44,000",82.1%,"$9,578",17.9%
"1,040",House of Cardin,"$53,542",-,-,"$53,542",100%
"1,041",Ottolenghi and the Cakes of Versailles,"$53,514","$4,962",9.3%,"$48,552",90.7%
"1,042",Assandira,"$53,378",-,-,"$53,378",100%
"1,043",Semur 2: Cinlerin Büyüsü,"$52,262",-,-,"$52,262",100%
"1,044",Saezuru Tori Wa Habatakanai: The Clouds Gather,"$52,065",-,-,"$52,065",100%
"1,045",Disco Raja,"$51,934",-,-,"$51,934",100%
"1,046",MULT v kino. Vol 120,"$51,895",-,-,"$51,895",100%
"1,047",Frida Kahlo,"$51,663",-,-,"$51,663",100%
"1,048",Shark School,"$51,646",-,-,"$51,646",100%
"1,049",The Little Mermaid 2020 Re-release,"$51,419",-,-,"$51,419",100%
"1,050",Russkiy Reyd,"$51,403",-,-,"$51,403",100%
"1,051",Léon: The Professional 2020 Re-release,"$51,401",-,-,"$51,401",100%
"1,052",Miss Fisher & the Crypt of Tears Special Screenings,"$51,158","$51,032",99.8%,$126,0.2%
"1,053",Zieja,"$51,101",-,-,"$51,101",100%
"1,054",Thrissur Pooram,"$50,945",-,-,"$50,945",100%
"1,055",Ben 10 vs. the Universe: The Movie,"$50,743",-,-,"$50,743",100%
"1,056",Letto numero 6,"$50,015",-,-,"$50,015",100%
"1,057",The Shadow of the Star,"$49,831",-,-,"$49,831",100%
"1,058",Banned Zone,"$49,731",-,-,"$49,731",100%
"1,059",Henchmen 2020 Re-release,"$49,676","$49,676",100%,-,-
"1,060",Legacy of Lies,"$49,415",-,-,"$49,415",100%
"1,061",Disturbing the Peace,"$49,104",-,-,"$49,104",100%
"1,062",Poeslief,"$49,033",-,-,"$49,033",100%
"1,063",The Way I See It,"$49,030","$49,030",100%,-,-
"1,064",Trick,"$48,953",-,-,"$48,953",100%
"1,065",Romantic Guide to Lost Places,"$48,951",-,-,"$48,951",100%
"1,066",Dennis & Gnasher: Unleashed! On the Big Screen,"$48,790",-,-,"$48,790",100%
"1,067",Homestay,"$48,701",-,-,"$48,701",100%
"1,068",Arthur & Merlin: Knights of Camelot,"$48,504",-,-,"$48,504",100%
"1,069",Skandal. Ewenement Molesty,"$47,860",-,-,"$47,860",100%
"1,070",O Ano da Morte de Ricardo Reis,"$47,841",-,-,"$47,841",100%
"1,071",The Late Night Ride,"$47,803",-,-,"$47,803",100%
"1,072",VHYes,"$47,037","$47,037",100%,-,-
"1,073",Enter the Fat Dragon,"$46,855","$46,855",100%,-,-
"1,074",The Pack,"$46,610",-,-,"$46,610",100%
"1,075",Hey Duggee At The Movies,"$46,577",-,-,"$46,577",100%
"1,076",Tijuana Bible,"$46,296",-,-,"$46,296",100%
"1,077",Minions 2020 Re-release,"$46,265",-,-,"$46,265",100%
"1,078",Molecole,"$46,252",-,-,"$46,252",100%
"1,079",Impressionisti segreti,"$45,680",-,-,"$45,680",100%
"1,080",The Leunig Fragments,"$45,425",-,-,"$45,425",100%
"1,081",Paradise,"$45,417",-,-,"$45,417",100%
"1,082",Farewell Paradise,"$45,289",-,-,"$45,289",100%
"1,083",Dil Bechara,"$45,171",-,-,"$45,171",100%
"1,084",A Man and a Woman 2020 Re-release,"$44,666",-,-,"$44,666",100%
"1,085",Helen Kelly - Together,"$44,332",-,-,"$44,332",100%
"1,086",The Room,"$44,291",-,-,"$44,291",100%
"1,087",Vo Sinh Dai Chien,"$44,157",-,-,"$44,157",100%
"1,088",The Foreigner 2020 Re-release,"$43,971",-,-,"$43,971",100%
"1,089",My Little Friends and I,"$43,952",-,-,"$43,952",100%
"1,090",Life in a Year,"$43,862",-,-,"$43,862",100%
"1,091",Spree,"$43,840","$28,771",65.6%,"$15,069",34.4%
"1,092",Host,"$43,808",-,-,"$43,808",100%
"1,093",Araf 4: Meryem,"$43,535",-,-,"$43,535",100%
"1,094",Draupathi,"$43,388",-,-,"$43,388",100%
"1,095",Paw Patrol Charged Up,"$43,367",-,-,"$43,367",100%
"1,096",Russian Spleen,"$43,219",-,-,"$43,219",100%
"1,097",The Mole Agent,"$43,158",-,-,"$43,158",100%
"1,098",Attack on Titan: Chronicle,"$42,908",-,-,"$42,908",100%
"1,099",Andra Sidan,"$42,801",-,-,"$42,801",100%
"1,100",Bikeman 2,"$42,710",-,-,"$42,710",100%
"1,101",The Karate Kid 2020 Re-release,"$42,043",-,-,"$42,043",100%
"1,102",Let It Snow,"$41,806",-,-,"$41,806",100%
"1,103",Big Hero 6 2020 Re-release,"$41,673",-,-,"$41,673",100%
"1,104",Valley of the Gods,"$41,213",-,-,"$41,213",100%
"1,105",Yung Lean: In My Head,"$40,834",-,-,"$40,834",100%
"1,106",Min pappa Marianne,"$40,772",-,-,"$40,772",100%
"1,107",Fate Stay Night Heaven's Feel,"$40,663",-,-,"$40,663",100%
"1,108",Romulo & Julita,"$40,534",-,-,"$40,534",100%
"1,109",La Dolce Vita,"$40,484",-,-,"$40,484",100%
"1,110",The Odyssey 2020 Re-release,"$40,346",-,-,"$40,346",100%
"1,111",Saekano: How to Raise a Boring Girlfriend Fine,"$40,309",-,-,"$40,309",100%
"1,112",Psycho 2020 Re-release,"$40,242",-,-,"$40,242",100%
"1,113",Yom Eh Yom La2,"$39,858",-,-,"$39,858",100%
"1,114",Juvenile Delinquents,"$39,455","$34,292",86.9%,"$5,163",13.1%
"1,115",The Academy of Magic,"$39,237",-,-,"$39,237",100%
"1,116",The Child in Time,"$39,221",-,-,"$39,221",100%
"1,117",Aci Kiraz (the Hardest Thing),"$38,801",-,-,"$38,801",100%
"1,118",Kazka staroho melnyka,"$38,556",-,-,"$38,556",100%
"1,119",The Audition,"$38,523",-,-,"$38,523",100%
"1,120",Ammen,"$38,444",-,-,"$38,444",100%
"1,121",Dinh Mu Suong,"$38,376",-,-,"$38,376",100%
"1,122",Origin Unknown,"$38,252",-,-,"$38,252",100%
"1,123",Dilwale Dulhania Le Jayenge 2020 Re-release,"$38,180",-,-,"$38,180",100%
"1,124",Sexfish,"$38,004",-,-,"$38,004",100%
"1,125",Behind the Walls,"$37,971",-,-,"$37,971",100%
"1,126",Atlantis,"$37,690",-,-,"$37,690",100%
"1,127",That Person and Those Things,"$37,538",-,-,"$37,538",100%
"1,128",Transference,"$37,483",-,-,"$37,483",100%
"1,129",Paper Flower,"$37,426",-,-,"$37,426",100%
"1,130",You're Not Alone,"$37,297",-,-,"$37,297",100%
"1,131",The Human Voice,"$37,054",-,-,"$37,054",100%
"1,132",Guns of Banaras,"$36,914",-,-,"$36,914",100%
"1,133",Three Christs,"$36,723","$36,723",100%,-,-
"1,134",Breach,"$36,721",-,-,"$36,721",100%
"1,135",The Double Plus Fifteen,"$36,702",-,-,"$36,702",100%
"1,136",Tread,"$36,527","$36,527",100%,-,-
"1,137",God of the Piano,"$36,451",-,-,"$36,451",100%
"1,138",Waiting for Anya,"$36,404",-,-,"$36,404",100%
"1,139",A Day & A Night,"$36,063",-,-,"$36,063",100%
"1,140",Parasite,"$36,005",-,-,"$36,005",100%
"1,141",Truyên Thuyêt Vê Quán Tiên,"$35,898",-,-,"$35,898",100%
"1,142",Oh My Kadavule,"$35,668",-,-,"$35,668",100%
"1,143",Whispers of Gold,"$35,238",-,-,"$35,238",100%
"1,144",Bhai's Cafe,"$35,089",-,-,"$35,089",100%
"1,145",A Christmas Story 2020 Re-release,"$35,000","$35,000",100%,-,-
"1,146",Jora: The Second Chapter,"$34,944",-,-,"$34,944",100%
"1,147",E Riam Sing,"$34,761",-,-,"$34,761",100%
"1,148",The 100 Candles Game,"$34,687",-,-,"$34,687",100%
"1,149",Mind My Mind,"$34,429",-,-,"$34,429",100%
"1,150",RBG 2020 Re-release,"$34,000","$34,000",100%,-,-
"1,151",Freaks 2020 Re-release,"$33,360",-,-,"$33,360",100%
"1,152",I Never Cry,"$33,099",-,-,"$33,099",100%
"1,153",Bloodlust Beauty,"$32,649",-,-,"$32,649",100%
"1,154",Banksy and the Rise of Outlaw Art,"$32,471",-,-,"$32,471",100%
"1,155",Hoa Phong Nguyet Vu,"$32,346",-,-,"$32,346",100%
"1,156",Revolting Rhymes,"$32,313",-,-,"$32,313",100%
"1,157",Embattled,"$32,259","$32,259",100%,-,-
"1,158",Make Up,"$32,229",-,-,"$32,229",100%
"1,159",It Feels So Good,"$31,965",-,-,"$31,965",100%
"1,160",Centigrade,"$31,869","$16,263",51%,"$15,606",49%
"1,161",War Horse Nt Live,"$31,737",-,-,"$31,737",100%
"1,162",Knuckle City,"$31,683",-,-,"$31,683",100%
"1,163",The Bay of Silence,"$31,417","$1,941",6.2%,"$29,476",93.8%
"1,164",Lur eta Amets,"$31,344",-,-,"$31,344",100%
"1,165","Giselle Roh, London","$31,283",-,-,"$31,283",100%
"1,166",I WeirDO,"$31,137",-,-,"$31,137",100%
"1,167",Rent-A-Pal,"$31,053","$30,901",99.5%,$152,0.5%
"1,168",The Glorias,"$30,940",-,-,"$30,940",100%
"1,169",Get Out 2020 Re-release,"$30,734",-,-,"$30,734",100%
"1,170",Two Tails 2020 Re-release,"$30,689",-,-,"$30,689",100%
"1,171",After Parkland,"$30,444","$30,444",100%,-,-
"1,172",Gauguin in Tahiti: Paradise Lost,"$30,439",-,-,"$30,439",100%
"1,173",Thirty,"$30,389",-,-,"$30,389",100%
"1,174",Friendsgiving,"$30,019",-,-,"$30,019",100%
"1,175",Rev,"$29,633",-,-,"$29,633",100%
"1,176",Elvis: That's the Way It Is 2020 Re-release,"$29,603",-,-,"$29,603",100%
"1,177",Cholitas,"$29,451",-,-,"$29,451",100%
"1,178",Olympic Dreams,"$29,450","$29,450",100%,-,-
"1,179",Fukuoka,"$29,170",-,-,"$29,170",100%
"1,180",Buffaloed,"$29,118","$29,118",100%,-,-
"1,181",Spice Boyz,"$29,068",-,-,"$29,068",100%
"1,182",Jumbo,"$29,001",-,-,"$29,001",100%
"1,183",Katherine Jenkins Christmas Spectacular,"$28,975",-,-,"$28,975",100%
"1,184",Uncle,"$28,662",-,-,"$28,662",100%
"1,185",Abe,"$28,657",-,-,"$28,657",100%
"1,186",My Hero Academia,"$28,557",-,-,"$28,557",100%
"1,187",Check In Shock,"$28,528",-,-,"$28,528",100%
"1,188",God Of War Kuan Kuong,"$28,182",-,-,"$28,182",100%
"1,189",The Housemaid,"$28,015",-,-,"$28,015",100%
"1,190",Into Dad's Woods,"$27,968",-,-,"$27,968",100%
"1,191",Every Time I Die,"$27,913",-,-,"$27,913",100%
"1,192",Navarathna,"$27,909",-,-,"$27,909",100%
"1,193","Mo' Money, Mo' Problems","$27,699",-,-,"$27,699",100%
"1,194",Met Opera: Agrippina,"$27,610",-,-,"$27,610",100%
"1,195",Without a Body,"$27,453",-,-,"$27,453",100%
"1,196",Cane River 2020 Re-release,"$27,317","$27,317",100%,-,-
"1,197",The Runaways,"$27,310",-,-,"$27,310",100%
"1,198",Grown Ups 2020 Re-release,"$27,112",-,-,"$27,112",100%
"1,199",Alone with Her Dreams,"$27,052",-,-,"$27,052",100%
"1,200",Debt Collectors,"$26,976",-,-,"$26,976",100%
"1,201",Sabit Kanca: Son Soru,"$26,924",-,-,"$26,924",100%
"1,202",José,"$26,563","$26,563",100%,-,-
"1,203",Baltic Tribes,"$26,366",-,-,"$26,366",100%
"1,204",Search Out,"$26,105",-,-,"$26,105",100%
"1,205",The Inventor,"$26,062",-,-,"$26,062",100%
"1,206",The Voices,"$26,011",-,-,"$26,011",100%
"1,207",Lucky Monster,"$25,829",-,-,"$25,829",100%
"1,208",Coffee or Tea?,"$25,491",-,-,"$25,491",100%
"1,209",Unsubscribe,"$25,488","$25,488",100%,-,-
"1,210",Max Richter's Sleep,"$25,425",-,-,"$25,425",100%
"1,211",She Is the Ocean,"$25,396","$19,940",78.5%,"$5,456",21.5%
"1,212",Paradoksy,"$25,333",-,-,"$25,333",100%
"1,213",Howards End 2020 Re-release,"$25,188",-,-,"$25,188",100%
"1,214",Disappearance at Clifton Hill,"$25,084","$25,084",100%,-,-
"1,215",The Mali-Cuba Connection,"$24,938",-,-,"$24,938",100%
