Rank,Release Group,Worldwide,Domestic,%,Foreign,%
346,Nothing Like the Holidays,"$7,519,490","$7,503,736",99.8%,"$15,754",0.2%
347,Mere Baap Pehle Aap,"$7,433,423","$113,576",1.5%,"$7,319,847",98.5%
348,Lemon Tree,"$7,387,488","$569,672",7.7%,"$6,817,816",92.3%
349,A Christmas Tale,"$7,356,393","$1,060,922",14.4%,"$6,295,471",85.6%
350,Krazzy 4,"$7,274,081","$487,215",6.7%,"$6,786,866",93.3%
351,The Life Before Her Eyes,"$7,248,490","$303,439",4.2%,"$6,945,051",95.8%
352,Rough Cut,"$7,202,140",-,-,"$7,202,140",100%
353,Cyborg Girl,"$7,172,979",-,-,"$7,172,979",100%
354,Rock On!!,"$7,153,767",-,-,"$7,153,767",100%
355,Ikigami,"$7,133,161",-,-,"$7,133,161",100%
356,Farewell Kamen Rider Den-O: Final Countdown,"$7,119,993",-,-,"$7,119,993",100%
357,Sergeant Keroro the Super Movie 3: Keroro vs. Keroro Great Sky Duel De Arimasu!,"$7,106,223",-,-,"$7,106,223",100%
358,Young@Heart,"$7,097,002","$3,992,189",56.3%,"$3,104,813",43.7%
359,Fate,"$7,088,077",-,-,"$7,088,077",100%
360,Impy's Wonderland,"$7,071,339",-,-,"$7,071,339",100%
361,Outlander,"$7,034,698","$166,003",2.4%,"$6,868,695",97.6%
362,Sunday,"$7,029,441",-,-,"$7,029,441",100%
363,An American Carol,"$7,013,191","$7,013,191",100%,-,-
364,The Masked Gang: Cyprus,"$7,006,849",-,-,"$7,006,849",100%
365,Strange Wilderness,"$6,964,734","$6,575,282",94.4%,"$389,452",5.6%
366,Bathory: Countess of Blood,"$6,911,711",-,-,"$6,911,711",100%
367,Kamen Rider Den-O & Kiva: Climax Deka,"$6,908,255",-,-,"$6,908,255",100%
368,Almost Perfect,"$6,855,809",-,-,"$6,855,809",100%
369,North Face,"$6,815,056","$711,421",10.4%,"$6,103,635",89.6%
370,Anubis: Het pad der 7 zonden,"$6,763,406",-,-,"$6,763,406",100%
371,What Just Happened,"$6,710,888","$1,090,947",16.3%,"$5,619,941",83.7%
372,Street Racer,"$6,667,023",-,-,"$6,667,023",100%
373,Adulthood,"$6,611,001",-,-,"$6,611,001",100%
374,Die rote Zora,"$6,608,643",-,-,"$6,608,643",100%
375,Trouble at Timpetill,"$6,604,944",-,-,"$6,604,944",100%
376,Anything for Her,"$6,548,942",-,-,"$6,548,942",100%
377,"My Friends, My Love","$6,475,157",-,-,"$6,475,157",100%
378,The Homeless Student,"$6,474,087",-,-,"$6,474,087",100%
379,Miracle of Giving Fool,"$6,453,485",-,-,"$6,453,485",100%
380,A Boyfriend for My Wife,"$6,395,811",-,-,"$6,395,811",100%
381,The Guard Post,"$6,376,664",-,-,"$6,376,664",100%
382,Sunshine Barry and the Disco Worms,"$6,371,879",-,-,"$6,371,879",100%
383,Take the Trash,"$6,335,959",-,-,"$6,335,959",100%
384,College,"$6,265,483","$4,694,636",74.9%,"$1,570,847",25.1%
385,Go Fast,"$6,198,016",-,-,"$6,198,016",100%
386,One Two Three,"$6,090,432","$274,589",4.5%,"$5,815,843",95.5%
387,Viva High School Musical,"$6,070,731",-,-,"$6,070,731",100%
388,"Bleach: Fade to Black, I Call Your Name","$6,032,296",-,-,"$6,032,296",100%
389,A French Gigolo,"$6,003,708",-,-,"$6,003,708",100%
390,Radio Day,"$5,998,707",-,-,"$5,998,707",100%
391,Transsiberian,"$5,926,410","$2,206,405",37.2%,"$3,720,005",62.8%
392,Mark of an Angel,"$5,850,726",-,-,"$5,850,726",100%
393,The Sky Crawlers,"$5,836,504",-,-,"$5,836,504",100%
394,Cleaner,"$5,796,630",-,-,"$5,796,630",100%
395,Passengers,"$5,787,152","$292,437",5.1%,"$5,494,715",94.9%
396,The Blind Sunflowers,"$5,777,441",-,-,"$5,777,441",100%
397,Tutta la vita davanti,"$5,718,258",-,-,"$5,718,258",100%
398,Eiga! Tamagotchi: Uchû ichi happy na monogatari!?,"$5,684,606",-,-,"$5,684,606",100%
399,Antique,"$5,643,207",-,-,"$5,643,207",100%
400,The Burning Plain,"$5,642,478","$200,730",3.6%,"$5,441,748",96.4%
401,Platon,"$5,600,325",-,-,"$5,600,325",100%
402,Mustafa,"$5,589,390",-,-,"$5,589,390",100%
403,The Class: Camp Trip,"$5,493,587",-,-,"$5,493,587",100%
404,The Legend of Drona,"$5,476,404","$475,104",8.7%,"$5,001,300",91.3%
405,Butterfly Lovers,"$5,461,411",-,-,"$5,461,411",100%
406,Frozen River,"$5,457,664","$2,511,476",46%,"$2,946,188",54%
407,Crossing,"$5,419,301",-,-,"$5,419,301",100%
408,Virgin Territory,"$5,410,749",-,-,"$5,410,749",100%
409,Diary of the Dead,"$5,364,858","$958,961",17.9%,"$4,405,897",82.1%
410,Moonbeam Bear and His Friends,"$5,326,070",-,-,"$5,326,070",100%
411,Sagan,"$5,310,497",-,-,"$5,310,497",100%
412,Best Wishes for Tomorrow,"$5,309,137",-,-,"$5,309,137",100%
413,Comme les autres,"$5,305,360",-,-,"$5,305,360",100%
414,Man on Wire,"$5,258,569","$2,962,242",56.3%,"$2,296,327",43.7%
415,Charlie Bartlett,"$5,254,986","$3,951,699",75.2%,"$1,303,287",24.8%
416,Grand Hotel,"$5,233,993",-,-,"$5,233,993",100%
417,Indigo,"$5,218,174",-,-,"$5,218,174",100%
418,Questa notte è ancora nostra,"$5,207,627",-,-,"$5,207,627",100%
419,Prince,"$5,167,952","$570,090",11%,"$4,597,862",89%
420,Lorna's Silence,"$5,123,676","$338,795",6.6%,"$4,784,881",93.4%
421,Louise-Michel,"$5,016,430",-,-,"$5,016,430",100%
422,The Kautokeino Rebellion,"$5,015,531",-,-,"$5,015,531",100%
423,Scar,"$4,940,153",-,-,"$4,940,153",100%
424,Hamlet 2,"$4,925,288","$4,886,216",99.2%,"$39,072",0.8%
425,Journey to Saturn,"$4,917,227",-,-,"$4,917,227",100%
426,Father of Four: Home Field Advantage,"$4,914,301",-,-,"$4,914,301",100%
427,Cloud 9,"$4,864,463","$91,675",1.9%,"$4,772,788",98.1%
428,Giovanna's Father,"$4,856,745",-,-,"$4,856,745",100%
429,Sweet Rain: Accuracy of Death,"$4,851,480",-,-,"$4,851,480",100%
430,No Problem,"$4,837,672",-,-,"$4,837,672",100%
431,Fit Lover,"$4,837,258",-,-,"$4,837,258",100%
432,God You Are Great,"$4,807,638","$163,756",3.4%,"$4,643,882",96.6%
433,Flash of Genius,"$4,802,953","$4,442,377",92.5%,"$360,576",7.5%
434,After School,"$4,766,629",-,-,"$4,766,629",100%
435,Money No Enough II,"$4,759,454",-,-,"$4,759,454",100%
436,Secrets of State,"$4,726,350",-,-,"$4,726,350",100%
437,Rivals,"$4,657,552",-,-,"$4,657,552",100%
438,I-4: Loufa & Apallagi,"$4,641,951",-,-,"$4,641,951",100%
439,The Moonlight of Seoul,"$4,631,383",-,-,"$4,631,383",100%
440,Bottle Shock,"$4,628,553","$4,078,607",88.1%,"$549,946",11.9%
441,Storm Rider Clash of the Evils,"$4,593,502",-,-,"$4,593,502",100%
442,Little Dodo,"$4,587,533",-,-,"$4,587,533",100%
443,Just Broke Up,"$4,587,030",-,-,"$4,587,030",100%
444,Swiadectwo,"$4,572,334",-,-,"$4,572,334",100%
445,Long Flat Balls II,"$4,544,700",-,-,"$4,544,700",100%
446,Desires of the Heart,"$4,517,371",-,-,"$4,517,371",100%
447,As God Commands,"$4,506,354",-,-,"$4,506,354",100%
448,Coluche: l'histoire d'un mec,"$4,472,288",-,-,"$4,472,288",100%
449,"Synecdoche, New York","$4,471,324","$3,083,538",69%,"$1,387,786",31%
450,Mia and the Migoo,"$4,455,381",-,-,"$4,455,381",100%
451,Love Story 2050,"$4,434,151",-,-,"$4,434,151",100%
452,A Perfect Day,"$4,430,164",-,-,"$4,430,164",100%
453,Mr. Tadano's Secret Mission: From Japan with Love,"$4,383,777",-,-,"$4,383,777",100%
454,Ichi,"$4,382,564",-,-,"$4,382,564",100%
455,Worlds Apart,"$4,361,860",-,-,"$4,361,860",100%
456,O... Çocuklari,"$4,358,771",-,-,"$4,358,771",100%
457,The Edge of Love,"$4,282,874",-,-,"$4,282,874",100%
458,Daddy Cool,"$4,249,865",-,-,"$4,249,865",100%
459,Colpo d'occhio,"$4,240,333",-,-,"$4,240,333",100%
460,Heroes,"$4,229,775","$655,538",15.5%,"$3,574,237",84.5%
461,Karzzzz,"$4,197,137",-,-,"$4,197,137",100%
462,Witless Protection,"$4,161,625","$4,161,625",100%,-,-
463,Halla Bol,"$4,160,120",-,-,"$4,160,120",100%
464,Bank Bang,"$4,134,386",-,-,"$4,134,386",100%
465,Priklyucheniya Alyonushki i Eryomy,"$4,131,440",-,-,"$4,131,440",100%
466,The Meerkats,"$4,071,100",-,-,"$4,071,100",100%
467,Hellcats,"$4,006,637",-,-,"$4,006,637",100%
468,School's Out,"$4,002,579",-,-,"$4,002,579",100%
469,Eden Lake,"$3,983,997","$7,321",0.2%,"$3,976,676",99.8%
470,Choke,"$3,982,459","$2,926,565",73.5%,"$1,055,894",26.5%
471,The Great Alibi,"$3,959,804",-,-,"$3,959,804",100%
472,Tarif Novogodniy,"$3,958,561",-,-,"$3,958,561",100%
473,"Musée haut, musée bas","$3,918,768",-,-,"$3,918,768",100%
474,The Witch of the West Is Dead,"$3,914,606",-,-,"$3,914,606",100%
475,Phobia,"$3,909,920",-,-,"$3,909,920",100%
476,Missing,"$3,906,270",-,-,"$3,906,270",100%
477,Coming Soon,"$3,900,585",-,-,"$3,900,585",100%
478,A Man Who Was Superman,"$3,877,004",-,-,"$3,877,004",100%
479,Lady Cop & Papa Crook,"$3,854,141",-,-,"$3,854,141",100%
480,Les randonneurs à Saint-Tropez,"$3,847,751",-,-,"$3,847,751",100%
481,Modern Boy,"$3,839,780",-,-,"$3,839,780",100%
482,A Very Special Love,"$3,836,701",-,-,"$3,836,701",100%
483,Beast Stalker,"$3,721,332",-,-,"$3,721,332",100%
484,Dachimawa Lee,"$3,715,997",-,-,"$3,715,997",100%
485,120,"$3,714,949",-,-,"$3,714,949",100%
486,Casi divas,"$3,693,136",-,-,"$3,693,136",100%
487,The Easy Way,"$3,675,100",-,-,"$3,675,100",100%
488,Jeszcze raz,"$3,672,674",-,-,"$3,672,674",100%
489,Bride Flight,"$3,672,134",-,-,"$3,672,134",100%
490,The Fall,"$3,669,465","$2,266,905",61.8%,"$1,402,560",38.2%
491,Mr. Bones 2: Back from the Past,"$3,655,844",-,-,"$3,655,844",100%
492,Let's Make Money,"$3,654,004",-,-,"$3,654,004",100%
493,Non pensarci,"$3,606,870",-,-,"$3,606,870",100%
494,How Much Does the Trojan Horse Weigh?,"$3,589,300",-,-,"$3,589,300",100%
495,Our School's E.T.,"$3,578,966",-,-,"$3,578,966",100%
496,"X-mas, Inc.","$3,573,576",-,-,"$3,573,576",100%
497,The Maiden and the Wolves,"$3,571,232",-,-,"$3,571,232",100%
498,Soon-jeong-man-hwa,"$3,550,487",-,-,"$3,550,487",100%
499,Sparrow,"$3,547,972",-,-,"$3,547,972",100%
500,The Midnight Meat Train,"$3,534,313","$83,361",2.4%,"$3,450,952",97.6%
501,Still Walking,"$3,511,120","$167,047",4.8%,"$3,344,073",95.2%
502,Vi hade i alla fall tur med vädret igen!,"$3,508,221",-,-,"$3,508,221",100%
503,Ah Long Pte Ltd,"$3,494,586",-,-,"$3,494,586",100%
504,The Chasing World,"$3,475,278",-,-,"$3,475,278",100%
505,Echte Wiener - Die Sackbauer-Saga,"$3,464,221",-,-,"$3,464,221",100%
506,All About Women,"$3,427,894",-,-,"$3,427,894",100%
507,Tsuribaka nisshi 19,"$3,413,323",-,-,"$3,413,323",100%
508,Hello,"$3,412,084",-,-,"$3,412,084",100%
509,Varg Veum - Bitre blomster 2008 Re-release,"$3,391,431",-,-,"$3,391,431",100%
510,Sushi King Goes to New York,"$3,381,949",-,-,"$3,381,949",100%
511,Cold Prey 2,"$3,380,797",-,-,"$3,380,797",100%
512,Ochen russkiy detektiv,"$3,355,717",-,-,"$3,355,717",100%
513,"Gou Gou, the Cat","$3,353,239",-,-,"$3,353,239",100%
514,Everlasting Moments,"$3,334,754","$610,825",18.3%,"$2,723,929",81.7%
515,Summer Heat,"$3,320,936",-,-,"$3,320,936",100%
516,Shameless,"$3,313,253",-,-,"$3,313,253",100%
517,Welcome to Sajjanpur,"$3,301,431",-,-,"$3,301,431",100%
518,Fireflies in the Garden 2008 Re-release,"$3,299,021",-,-,"$3,299,021",100%
519,"Patrik, Age 1.5","$3,259,068","$57,468",1.8%,"$3,201,600",98.2%
520,A Wednesday,"$3,256,911",-,-,"$3,256,911",100%
521,Aleksandr. Nevskaya bitva,"$3,254,897",-,-,"$3,254,897",100%
522,The Messenger,"$3,248,267",-,-,"$3,248,267",100%
523,Pathology,"$3,234,706","$109,846",3.4%,"$3,124,860",96.6%
524,Soreike! Anpanman: Yousei Rinrin no himitsu,"$3,201,824",-,-,"$3,201,824",100%
525,Gekijô ban Gegege no Kitarô: Nippon bakuretsu,"$3,194,037",-,-,"$3,194,037",100%
526,Chocolate,"$3,179,014","$14,845",0.5%,"$3,164,169",99.5%
527,The Wackness,"$3,175,469","$2,077,116",65.4%,"$1,098,353",34.6%
528,The Missing Lynx,"$3,114,665",-,-,"$3,114,665",100%
529,Caregiver,"$3,108,225",-,-,"$3,108,225",100%
530,El ratón Pérez 2,"$3,105,123",-,-,"$3,105,123",100%
531,Montana,"$3,093,617",-,-,"$3,093,617",100%
532,Phoonk,"$3,085,940",-,-,"$3,085,940",100%
533,Just a Father,"$3,065,931",-,-,"$3,065,931",100%
534,Garfield's Fun Fest,"$3,046,806",-,-,"$3,046,806",100%
535,Crazy Waiting,"$3,041,001",-,-,"$3,041,001",100%
536,Mission Istaanbul,"$3,013,001",-,-,"$3,013,001",100%
537,Killshot,"$2,961,647","$18,643",0.6%,"$2,943,004",99.4%
538,Go Go 70's,"$2,940,780",-,-,"$2,940,780",100%
539,The Policeman of the 16th Precinct,"$2,921,764",-,-,"$2,921,764",100%
540,The Silent Army,"$2,914,206",-,-,"$2,914,206",100%
541,1920,"$2,903,529",-,-,"$2,903,529",100%
542,Frode og alle de andre rødder,"$2,899,314",-,-,"$2,899,314",100%
543,Vinci 2008 Re-release,"$2,891,421",-,-,"$2,891,421",100%
544,Married Life,"$2,888,315","$1,507,990",52.2%,"$1,380,325",47.8%
545,The Taste of Fish,"$2,872,379",-,-,"$2,872,379",100%
546,The Lost Treasure of the Knights Templar III: The Mystery of the Snake Crown,"$2,864,081",-,-,"$2,864,081",100%
547,Anja & Viktor - In Sickness and in Health,"$2,863,531",-,-,"$2,863,531",100%
548,For the First Time,"$2,850,133",-,-,"$2,850,133",100%
549,"Moscow, Belgium","$2,842,635",-,-,"$2,842,635",100%
550,Kids,"$2,842,330",-,-,"$2,842,330",100%
551,Terribly Happy,"$2,828,984","$170,943",6%,"$2,658,041",94%
552,Run Papa Run,"$2,820,780",-,-,"$2,820,780",100%
553,De Taali,"$2,818,022",-,-,"$2,818,022",100%
554,Once Upon a Time...,"$2,814,242",-,-,"$2,814,242",100%
555,Alibi,"$2,812,227",-,-,"$2,812,227",100%
556,The Conspiracy,"$2,784,297",-,-,"$2,784,297",100%
557,We Can Do That,"$2,771,968",-,-,"$2,771,968",100%
558,Every Little Step,"$2,769,763","$1,725,141",62.3%,"$1,044,622",37.7%
559,Diary of a Nymphomaniac,"$2,758,691",-,-,"$2,758,691",100%
560,De brief voor de koning,"$2,751,519",-,-,"$2,751,519",100%
561,The Red Baron,"$2,743,093",-,-,"$2,743,093",100%
562,24 Hours to Die,"$2,733,790",-,-,"$2,733,790",100%
563,Hunger,"$2,724,474","$154,084",5.7%,"$2,570,390",94.3%
564,Bouquet final,"$2,695,318",-,-,"$2,695,318",100%
565,The Ghost,"$2,691,705",-,-,"$2,691,705",100%
566,Frontier(s),"$2,686,353",-,-,"$2,686,353",100%
567,Dorothy Mills,"$2,682,733",-,-,"$2,682,733",100%
568,La seconda volta non si scorda mai,"$2,675,946",-,-,"$2,675,946",100%
569,Redbelt,"$2,674,090","$2,345,941",87.7%,"$328,149",12.3%
570,Solstice,"$2,657,705",-,-,"$2,657,705",100%
571,"The Tale of Fedot, the Shooter","$2,637,198",-,-,"$2,637,198",100%
572,Off and Running,"$2,633,014",-,-,"$2,633,014",100%
573,Crush and Blush,"$2,628,300",-,-,"$2,628,300",100%
574,Hormones,"$2,623,988",-,-,"$2,623,988",100%
575,The Great Thaw,"$2,623,907",-,-,"$2,623,907",100%
576,Radeloos,"$2,590,018",-,-,"$2,590,018",100%
577,The Nightmare Before Christmas 2009 3D Release,"$2,578,558","$1,109,188",43%,"$1,469,370",57%
578,The Man Who Loved Yngve,"$2,574,471",-,-,"$2,574,471",100%
579,Yama No Anata,"$2,572,195",-,-,"$2,572,195",100%
580,Sinterklaas en het geheim van het grote boek,"$2,536,363",-,-,"$2,536,363",100%
581,I Always Wanted to Be a Gangster,"$2,513,168",-,-,"$2,513,168",100%
582,Hoe overleef ik...?,"$2,487,992",-,-,"$2,487,992",100%
583,My Stars,"$2,484,839",-,-,"$2,484,839",100%
584,The Way,"$2,448,217",-,-,"$2,448,217",100%
585,Mamma Mu och Kråkan,"$2,445,347",-,-,"$2,445,347",100%
586,My Bestfriend's Girlfriend,"$2,426,782",-,-,"$2,426,782",100%
587,Modern Life,"$2,418,958",-,-,"$2,418,958",100%
588,Baby and I,"$2,401,128",-,-,"$2,401,128",100%
589,Volverte a ver,"$2,395,490",-,-,"$2,395,490",100%
590,The Man Who Loves,"$2,381,876",-,-,"$2,381,876",100%
591,Amor letra por letra,"$2,379,324",-,-,"$2,379,324",100%
592,Max & Co,"$2,373,726",-,-,"$2,373,726",100%
593,The Coffin 2008 Re-release,"$2,372,721",-,-,"$2,372,721",100%
594,Grapes,"$2,369,238",-,-,"$2,369,238",100%
595,The Holy Man 2,"$2,363,683",-,-,"$2,363,683",100%
596,JCVD,"$2,342,211","$470,691",20.1%,"$1,871,520",79.9%
597,Teeth,"$2,340,110","$347,578",14.9%,"$1,992,532",85.1%
598,Kung Fu Hip-Hop,"$2,327,690",-,-,"$2,327,690",100%
599,Walking Vengeance,"$2,317,104",-,-,"$2,317,104",100%
600,Lost & Found,"$2,306,800",-,-,"$2,306,800",100%
601,Bang-Bang Wedding!,"$2,297,104",-,-,"$2,297,104",100%
602,Super Typhoon,"$2,292,480",-,-,"$2,292,480",100%
603,Samurai Gangsters,"$2,292,432",-,-,"$2,292,432",100%
604,Disgrace,"$2,291,680","$69,705",3%,"$2,221,975",97%
605,Rallybrudar,"$2,278,570",-,-,"$2,278,570",100%
606,Wenny Has Wings,"$2,273,629",-,-,"$2,273,629",100%
607,Risto Räppääjä,"$2,270,632",-,-,"$2,270,632",100%
608,The Deserted Inn,"$2,260,958",-,-,"$2,260,958",100%
609,The Beaches of Agnès,"$2,225,430","$239,711",10.8%,"$1,985,719",89.2%
610,"Amore, bugie & calcetto","$2,222,029",-,-,"$2,222,029",100%
611,Terra Nova,"$2,210,751",-,-,"$2,210,751",100%
612,Art of the Devil 3,"$2,195,676",-,-,"$2,195,676",100%
613,Home 2008 Re-release,"$2,186,716","$15,925",0.7%,"$2,170,791",99.3%
614,Rozmowy noca,"$2,186,505",-,-,"$2,186,505",100%
615,Dunya & Desie,"$2,184,787",-,-,"$2,184,787",100%
616,Home,"$2,170,791",-,-,"$2,170,791",100%
617,Me Two,"$2,163,528",-,-,"$2,163,528",100%
618,Modern Love,"$2,159,162",-,-,"$2,159,162",100%
619,Avanak Kuzenler,"$2,149,153",-,-,"$2,149,153",100%
620,The Black Balloon,"$2,136,663",-,-,"$2,136,663",100%
621,A Summer in Genoa,"$2,132,672",-,-,"$2,132,672",100%
622,Mutant Chronicles,"$2,131,057","$6,820",0.3%,"$2,124,237",99.7%
623,Sex with Love 2008 Re-release,"$2,129,970",-,-,"$2,129,970",100%
624,Playboy Cops,"$2,123,844",-,-,"$2,123,844",100%
625,The Goal of My Life,"$2,115,454",-,-,"$2,115,454",100%
626,My Dear Enemy,"$2,109,678",-,-,"$2,109,678",100%
627,Valami Amerika 2,"$2,096,334",-,-,"$2,096,334",100%
628,Realnyy papa,"$2,093,991",-,-,"$2,093,991",100%
629,Tu peux garder un secret?,"$2,084,037",-,-,"$2,084,037",100%
630,Carlitos and the Chance of a Lifetime,"$2,064,565",-,-,"$2,064,565",100%
631,Ugly Aur Pagli,"$2,062,682",-,-,"$2,062,682",100%
632,Cortex,"$2,062,203",-,-,"$2,062,203",100%
633,Räuber Kneißl,"$2,053,845",-,-,"$2,053,845",100%
634,When Love Begins...,"$2,045,900",-,-,"$2,045,900",100%
635,The Last Game: Waseda vs. Keio,"$2,031,462",-,-,"$2,031,462",100%
636,A Pain in the Ass,"$2,028,863",-,-,"$2,028,863",100%
637,A Year Ago in Winter,"$2,011,990",-,-,"$2,011,990",100%
638,"Falco - Verdammt, wir leben noch!","$1,993,042",-,-,"$1,993,042",100%
639,The Last Joint Venture,"$1,988,850",-,-,"$1,988,850",100%
640,Afstiros katallilo,"$1,986,772",-,-,"$1,986,772",100%
641,What No One Knows,"$1,982,109",-,-,"$1,982,109",100%
642,Roadside Romeo,"$1,978,021","$55,202",2.8%,"$1,922,819",97.2%
643,Ashes of Time,"$1,977,198","$174,273",8.8%,"$1,802,925",91.2%
644,Oye Lucky! Lucky Oye!,"$1,976,868","$80,037",4%,"$1,896,831",96%
645,Affaire de famille,"$1,971,979",-,-,"$1,971,979",100%
646,Mithya,"$1,966,789",-,-,"$1,966,789",100%
647,The New Protocol,"$1,963,274",-,-,"$1,963,274",100%
648,Bezerra De Menezes: The Diary of a Spirit,"$1,948,414",-,-,"$1,948,414",100%
649,"Hollywood, I'm Sleeping Over Tonight","$1,944,870",-,-,"$1,944,870",100%
650,Dobol Trobol: Lets Get Redi 2 Rambol!,"$1,937,393",-,-,"$1,937,393",100%
651,One Million Yen and the Nigamushi Woman 2008 Re-release,"$1,925,005",-,-,"$1,925,005",100%
652,Henry Poole Is Here,"$1,923,800","$1,836,515",95.5%,"$87,285",4.5%
653,The Equation of Love and Death,"$1,911,254",-,-,"$1,911,254",100%
654,Skate or Die,"$1,896,846",-,-,"$1,896,846",100%
655,Duyung,"$1,878,216",-,-,"$1,878,216",100%
656,Gentlemen Officers: Save the Emperor,"$1,859,362",-,-,"$1,859,362",100%
657,Sublokator,"$1,858,200",-,-,"$1,858,200",100%
658,His Last Gift,"$1,857,015",-,-,"$1,857,015",100%
659,Golden Oldies,"$1,856,100",-,-,"$1,856,100",100%
660,Eldorado,"$1,852,478",-,-,"$1,852,478",100%
661,Smother,"$1,851,790",-,-,"$1,851,790",100%
662,A Woman in Berlin,"$1,847,322","$294,014",15.9%,"$1,553,308",84.1%
663,SOS: Summer of Suspense,"$1,840,042",-,-,"$1,840,042",100%
664,The Scorpion King 2008 Re-release,"$1,831,599",-,-,"$1,831,599",100%
665,U-900,"$1,829,812",-,-,"$1,829,812",100%
666,Semum,"$1,827,047",-,-,"$1,827,047",100%
667,Black & White,"$1,817,018",-,-,"$1,817,018",100%
668,Puanyai Chomsalad,"$1,801,051",-,-,"$1,801,051",100%
669,"Sing, Salmon, Sing!","$1,797,387",-,-,"$1,797,387",100%
670,The Candidate,"$1,785,030",-,-,"$1,785,030",100%
671,The Crimson Wing: Mystery of the Flamingos,"$1,783,519",-,-,"$1,783,519",100%
672,Mag-ingat ka sa... Kulam,"$1,783,109",-,-,"$1,783,109",100%
673,Che: Part One/Che: Part Two,"$1,778,287","$1,497,109",84.2%,"$281,178",15.8%
674,Captain Hima,"$1,751,934",-,-,"$1,751,934",100%
675,My New Partner,"$1,736,012",-,-,"$1,736,012",100%
676,LasseMajas detektivbyrå - Von Broms hemlighet,"$1,730,646",-,-,"$1,730,646",100%
677,A Tale of Legendary Libido,"$1,720,621",-,-,"$1,720,621",100%
678,700 Days of Battle: Us vs. the Police,"$1,714,745",-,-,"$1,714,745",100%
679,The Polar Express 2008 IMAX Release,"$1,705,694","$1,705,694",100%,-,-
680,Morgan Pålsson - världsreporter,"$1,701,124",-,-,"$1,701,124",100%
681,Max Embarrassing,"$1,694,896",-,-,"$1,694,896",100%
682,Nikto ne znaet pro seks 2008 Re-release,"$1,692,578",-,-,"$1,692,578",100%
683,Drona,"$1,691,289",-,-,"$1,691,289",100%
684,Shiver,"$1,673,864",-,-,"$1,673,864",100%
685,Last Stop 174,"$1,672,292",-,-,"$1,672,292",100%
686,Nepobedimyy,"$1,671,849",-,-,"$1,671,849",100%
687,A Thousand Years of Good Prayers,"$1,665,585","$76,806",4.6%,"$1,588,779",95.4%
688,Talento de barrio,"$1,650,198","$68,542",4.2%,"$1,581,656",95.8%
689,My Big Love,"$1,632,483",-,-,"$1,632,483",100%
690,The Very Very Big Company,"$1,628,201",-,-,"$1,628,201",100%
691,The Cottage,"$1,626,080",-,-,"$1,626,080",100%
692,Fleisch ist mein Gemüse,"$1,604,448",-,-,"$1,604,448",100%
693,Ngor dik zeoi oi,"$1,602,812",-,-,"$1,602,812",100%
694,Wrestling with a Memory,"$1,602,461",-,-,"$1,602,461",100%
695,The Hottie & the Nottie,"$1,596,232","$27,696",1.7%,"$1,568,536",98.3%
696,SupahPapalicious,"$1,595,284",-,-,"$1,595,284",100%
697,Lady Jane,"$1,593,365",-,-,"$1,593,365",100%
698,"Mèche Blanche, les aventures du petit castor","$1,591,520","$360,886",22.7%,"$1,230,634",77.3%
699,My Only Ü,"$1,585,999",-,-,"$1,585,999",100%
700,Boushkash,"$1,583,589",-,-,"$1,583,589",100%
701,Mee-Shee: The Water Giant 2008 Re-release,"$1,578,310",-,-,"$1,578,310",100%
702,Under the Salt,"$1,577,437",-,-,"$1,577,437",100%
703,One Word from You,"$1,573,444",-,-,"$1,573,444",100%
704,Buddha Collapsed Out of Shame,"$1,572,595",-,-,"$1,572,595",100%
705,The Killing Gene,"$1,557,010",-,-,"$1,557,010",100%
706,Good,"$1,552,024","$27,276",1.8%,"$1,524,748",98.2%
707,The Early Bird Catches the Worm,"$1,550,893",-,-,"$1,550,893",100%
708,Congkak,"$1,547,784",-,-,"$1,547,784",100%
709,Fatso,"$1,547,488",-,-,"$1,547,488",100%
710,Linha de Passe,"$1,530,314",-,-,"$1,530,314",100%
711,Cowards,"$1,530,037",-,-,"$1,530,037",100%
712,Girl Scout,"$1,523,142",-,-,"$1,523,142",100%
713,Taková normální rodinka,"$1,516,637",-,-,"$1,516,637",100%
714,Money Hai Toh Honey Hai,"$1,508,351",-,-,"$1,508,351",100%
715,Vanished Empire,"$1,501,283",-,-,"$1,501,283",100%
716,Il seme della discordia,"$1,492,100",-,-,"$1,492,100",100%
717,Gonzo,"$1,491,958","$1,252,100",83.9%,"$239,858",16.1%
718,Double Trouble,"$1,489,997",-,-,"$1,489,997",100%
719,The Country Teacher,"$1,481,060",-,-,"$1,481,060",100%
720,Radio Dayz,"$1,479,798",-,-,"$1,479,798",100%
721,My Sassy Girl,"$1,479,544",-,-,"$1,479,544",100%
722,El nido,"$1,477,487",-,-,"$1,477,487",100%
723,Hotel op stelten,"$1,457,467",-,-,"$1,457,467",100%
724,Ek Vivaah... Aisa Bhi,"$1,456,886","$6,437",0.4%,"$1,450,449",99.6%
725,Sorry to Disturb,"$1,449,695",-,-,"$1,449,695",100%
726,Wolf,"$1,448,891",-,-,"$1,448,891",100%
727,Goat Story,"$1,445,506",-,-,"$1,445,506",100%
728,What If...?,"$1,443,484",-,-,"$1,443,484",100%
729,Rozygrysh,"$1,436,653",-,-,"$1,436,653",100%
730,Evolusi: KL Drift,"$1,431,399",-,-,"$1,431,399",100%
731,I'm All Good,"$1,430,369",-,-,"$1,430,369",100%
