Rank,Release Group,Worldwide,Domestic,%,Foreign,%
166,Ghost Town,"$27,090,159","$13,367,624",49.3%,"$13,722,535",50.7%
167,The Baader Meinhof Complex,"$26,937,355","$476,270",1.8%,"$26,461,085",98.2%
168,Jodhaa Akbar,"$26,890,354","$3,440,718",12.8%,"$23,449,636",87.2%
169,Mad Money,"$26,412,163","$20,668,843",78.3%,"$5,743,320",21.7%
170,RocknRolla,"$25,740,863","$5,700,626",22.1%,"$20,040,237",77.9%
171,I'm a Cat Stalker,"$25,221,446",-,-,"$25,221,446",100%
172,Race,"$24,503,269","$1,367,024",5.6%,"$23,136,245",94.4%
173,Detroit Metal City,"$23,744,571",-,-,"$23,744,571",100%
174,Disco,"$23,524,551",-,-,"$23,524,551",100%
175,Paris,"$23,328,518","$1,010,194",4.3%,"$22,318,324",95.7%
176,Under the Same Moon,"$23,313,049","$12,590,147",54%,"$10,722,902",46%
177,"Sorry, If I Love You","$23,249,815",-,-,"$23,249,815",100%
178,Detective Conan: Full Score of Fear,"$22,996,756",-,-,"$22,996,756",100%
179,Kung Fu Dunk,"$22,945,567",-,-,"$22,945,567",100%
180,The Merry Widow,"$22,872,698",-,-,"$22,872,698",100%
181,The Ruins,"$22,818,256","$17,432,844",76.4%,"$5,385,412",23.6%
182,U2 3D,"$22,730,842","$10,363,341",45.6%,"$12,367,501",54.4%
183,The Accidental Husband,"$22,707,064",-,-,"$22,707,064",100%
184,Paco and the Magical Book,"$22,679,633",-,-,"$22,679,633",100%
185,Doomsday,"$22,472,631","$11,008,770",49%,"$11,463,861",51%
186,I've Loved You So Long,"$22,272,176","$3,169,305",14.2%,"$19,102,871",85.8%
187,A.R.O.G,"$22,212,369",-,-,"$22,212,369",100%
188,Ip Man,"$22,108,789",-,-,"$22,108,789",100%
189,Wild Child,"$21,972,336",-,-,"$21,972,336",100%
190,"Grande, grosso e... Verdone","$21,860,130",-,-,"$21,860,130",100%
191,The Flight Before Christmas,"$21,822,495",-,-,"$21,822,495",100%
192,Over Her Dead Body,"$21,458,111","$7,563,670",35.2%,"$13,894,441",64.8%
193,K-20: The Fiend with Twenty Faces,"$21,443,265",-,-,"$21,443,265",100%
194,Three Kingdoms,"$21,159,916",-,-,"$21,159,916",100%
195,The Divine Weapon,"$19,991,573",-,-,"$19,991,573",100%
196,Jaane Tu,"$19,852,786","$604,037",3%,"$19,248,749",97%
197,Blindness,"$19,844,979","$3,351,751",16.9%,"$16,493,228",83.1%
198,Il cosmo sul comò,"$19,494,191",-,-,"$19,494,191",100%
199,Lyubov 2 Morkov,"$19,171,562",-,-,"$19,171,562",100%
200,How to Lose Friends & Alienate People,"$19,152,009","$2,778,752",14.5%,"$16,373,257",85.5%
201,A Frozen Flower,"$18,980,744",-,-,"$18,980,744",100%
202,Sex Drive,"$18,755,936","$8,402,485",44.8%,"$10,353,451",55.2%
203,Happy-Go-Lucky,"$18,696,602","$3,512,016",18.8%,"$15,184,586",81.2%
204,Golmaal Returns,"$18,592,306",-,-,"$18,592,306",100%
205,252: Signal of Life,"$18,489,379",-,-,"$18,489,379",100%
206,Lejdis,"$18,484,522",-,-,"$18,484,522",100%
207,Easy Virtue,"$18,463,793","$2,656,784",14.4%,"$15,807,009",85.6%
208,Kabei: Our Mother,"$18,385,964","$14,416",<0.1%,"$18,371,548",99.9%
209,The Visitor,"$18,197,518","$9,427,089",51.8%,"$8,770,429",48.2%
210,Cape No. 7,"$18,013,804",-,-,"$18,013,804",100%
211,City of Ember,"$17,929,684","$7,873,007",43.9%,"$10,056,677",56.1%
212,Flowers in the Shadow,"$17,918,898",-,-,"$17,918,898",100%
213,Friendship,"$17,779,520","$1,243,910",7%,"$16,535,610",93%
214,Forever Enthralled,"$17,773,395",-,-,"$17,773,395",100%
215,Deception,"$17,772,506","$4,598,506",25.9%,"$13,174,000",74.1%
216,Sarkar Raj,"$17,722,998","$1,009,065",5.7%,"$16,713,933",94.3%
217,Kit Kittredge: An American Girl,"$17,657,973","$17,657,973",100%,-,-
218,The Oxford Murders,"$17,646,627","$4,803",<0.1%,"$17,641,824",100%
219,Swing Vote,"$17,634,313","$16,289,867",92.4%,"$1,344,446",7.6%
220,Hipsters,"$17,101,695",-,-,"$17,101,695",100%
221,The Heir Apparent: Largo Winch,"$17,014,955",-,-,"$17,014,955",100%
222,Rachel Getting Married,"$16,937,968","$12,796,841",75.6%,"$4,141,127",24.4%
223,Miss Pettigrew Lives for a Day,"$16,724,933","$12,313,694",73.6%,"$4,411,239",26.4%
224,1½ Knights - In Search of the Ravishing Princess Herzelinde,"$16,680,689",-,-,"$16,680,689",100%
225,Dasavatharam,"$16,356,962",-,-,"$16,356,962",100%
226,Eiga: Kurosagi,"$16,329,612",-,-,"$16,329,612",100%
227,Two Lovers,"$16,303,643","$3,149,034",19.3%,"$13,154,609",80.7%
228,Alone,"$16,001,891",-,-,"$16,001,891",100%
229,Shine a Light,"$15,773,351","$5,505,267",34.9%,"$10,268,084",65.1%
230,The Wild Soccer Bunch 5,"$15,633,721",-,-,"$15,633,721",100%
231,The Haunting of Molly Hartley,"$15,418,749","$13,559,812",87.9%,"$1,858,937",12.1%
232,Max Manus,"$15,384,282",-,-,"$15,384,282",100%
233,10 Promises to My Dog,"$15,332,225",-,-,"$15,332,225",100%
234,Public Enemy,"$15,018,351",-,-,"$15,018,351",100%
235,Shaolin Girl,"$15,000,804",-,-,"$15,000,804",100%
236,"Angus, Thongs and Perfect Snogging","$14,924,998",-,-,"$14,924,998",100%
237,Elegy,"$14,894,347","$3,581,642",24%,"$11,312,705",76%
238,The Glory of Team Batista,"$14,597,490",-,-,"$14,597,490",100%
239,Happy Flight,"$14,160,032",-,-,"$14,160,032",100%
240,Muro: Nalet Olsun Içimdeki Insan Sevgisine,"$14,148,610",-,-,"$14,148,610",100%
241,Cash,"$13,776,379",-,-,"$13,776,379",100%
242,Religulous,"$13,639,115","$13,011,160",95.4%,"$627,955",4.6%
243,Brideshead Revisited,"$13,451,186","$6,432,256",47.8%,"$7,018,930",52.2%
244,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$13,247,725","$12,981,269",98%,"$266,456",2%
245,The First Day of the Rest of Your Life,"$13,247,396",-,-,"$13,247,396",100%
246,Bhootnath,"$13,236,817","$476,032",3.6%,"$12,760,785",96.4%
247,Krabat and the Legend of the Satanic Mill,"$13,042,251",-,-,"$13,042,251",100%
248,Paris 36,"$12,940,622","$851,540",6.6%,"$12,089,082",93.4%
249,Kitaro and the Millennium Curse,"$12,885,772",-,-,"$12,885,772",100%
250,Cherry Blossoms,"$12,861,658","$104,589",0.8%,"$12,757,069",99.2%
251,Buddenbrooks,"$12,627,016",-,-,"$12,627,016",100%
252,Dragon Hunters,"$12,389,088",-,-,"$12,389,088",100%
253,Eye for an Eye,"$12,358,100",-,-,"$12,358,100",100%
254,Akai ito,"$12,348,550",-,-,"$12,348,550",100%
255,Soul Men,"$12,331,637","$12,082,391",98%,"$249,246",2%
256,L'allenatore nel pallone 2,"$12,125,431",-,-,"$12,125,431",100%
257,Mortadelo and Filemon: Mission - Save the Planet,"$11,945,068",-,-,"$11,945,068",100%
258,Portrait of a Beauty,"$11,848,017",-,-,"$11,848,017",100%
259,Smart People,"$11,843,604","$9,511,289",80.3%,"$2,332,315",19.7%
260,The Longshots,"$11,767,866","$11,537,046",98%,"$230,820",2%
261,Tell Me About Love,"$11,662,075",-,-,"$11,662,075",100%
262,Watch Out Ladies,"$11,386,430","$702,166",6.2%,"$10,684,264",93.8%
263,Quiet Chaos,"$11,326,121","$11,434",0.1%,"$11,314,687",99.9%
264,Gitler kaput!,"$11,311,198",-,-,"$11,311,198",100%
265,Tashan,"$11,283,337","$457,380",4.1%,"$10,825,957",95.9%
266,Il Divo,"$11,260,366","$240,159",2.1%,"$11,020,207",97.9%
267,Let the Right One In,"$11,227,336","$2,122,065",18.9%,"$9,105,271",81.1%
268,Stop-Loss,"$11,212,953","$10,915,744",97.3%,"$297,209",2.7%
269,Major: The Winning Shot of Friendship,"$11,212,204",-,-,"$11,212,204",100%
270,Kureyon Shin-chan: Chô arashi wo yobu kinpoko no yûsha,"$11,198,054",-,-,"$11,198,054",100%
271,Waltz with Bashir,"$11,179,372","$2,283,849",20.4%,"$8,895,523",79.6%
272,Rudo y Cursi,"$11,169,232","$1,827,660",16.4%,"$9,341,572",83.6%
273,Open City,"$11,095,236",-,-,"$11,095,236",100%
274,Sunny,"$11,093,628",-,-,"$11,093,628",100%
275,Kismat Konnection,"$11,019,454","$490,154",4.4%,"$10,529,300",95.6%
276,U Me Aur Hum,"$10,948,019","$1,028,191",9.4%,"$9,919,828",90.6%
277,Son of Rambow,"$10,871,449","$1,785,505",16.4%,"$9,085,944",83.6%
278,Naruto Shippûden The Movie: Bonds,"$10,642,859",-,-,"$10,642,859",100%
279,Once Upon a Time in Corea,"$10,618,993",-,-,"$10,618,993",100%
280,"Nie klam, kochanie","$10,485,836",-,-,"$10,485,836",100%
281,My Name Ain't Johnny,"$10,422,746",-,-,"$10,422,746",100%
282,Connected,"$10,365,850",-,-,"$10,365,850",100%
283,Climbers High,"$10,319,706",-,-,"$10,319,706",100%
284,The Devil's Game,"$10,287,987",-,-,"$10,287,987",100%
285,Flame & Citron,"$10,186,084","$148,089",1.5%,"$10,037,995",98.5%
286,Punisher: War Zone,"$10,161,493","$8,050,977",79.2%,"$2,110,516",20.8%
287,Make It Happen,"$10,153,961",-,-,"$10,153,961",100%
288,Let's Talk About the Rain,"$10,134,366","$111,844",1.1%,"$10,022,522",98.9%
289,Tear This Heart Out,"$10,031,226",-,-,"$10,031,226",100%
290,Agathe Cléry,"$10,010,898",-,-,"$10,010,898",100%
291,Crime Is Our Business,"$9,866,501",-,-,"$9,866,501",100%
292,The Express,"$9,808,124","$9,793,406",99.8%,"$14,718",0.2%
293,The Handsome Suit,"$9,717,912",-,-,"$9,717,912",100%
294,Mid-August Lunch,"$9,520,933","$675,299",7.1%,"$8,845,634",92.9%
295,Death Bell,"$9,474,437",-,-,"$9,474,437",100%
296,La fidanzata di papà,"$9,471,031",-,-,"$9,471,031",100%
297,The Last Deadly Mission,"$9,457,734",-,-,"$9,457,734",100%
298,Jannat: In Search of Heaven...,"$9,407,362",-,-,"$9,407,362",100%
299,The Silver Season,"$9,365,779",-,-,"$9,365,779",100%
300,Miracle at St. Anna,"$9,333,654","$7,919,117",84.8%,"$1,414,537",15.2%
301,Seraphine,"$9,329,376","$884,613",9.5%,"$8,444,763",90.5%
302,An Empress and the Warriors,"$9,323,473",-,-,"$9,323,473",100%
303,Sand Clock,"$9,304,552",-,-,"$9,304,552",100%
304,Summer,"$9,287,094",-,-,"$9,287,094",100%
305,2 Alone in Paris,"$9,285,568",-,-,"$9,285,568",100%
306,Female Agents,"$9,274,983",-,-,"$9,274,983",100%
307,Tinker Bell,"$9,199,510",-,-,"$9,199,510",100%
308,Loft,"$9,168,516",-,-,"$9,168,516",100%
309,Ong Bak 2,"$8,936,663","$102,458",1.1%,"$8,834,205",98.9%
310,Cadillac Records,"$8,883,644","$8,195,551",92.3%,"$688,093",7.7%
311,The Rocker,"$8,808,935","$6,409,528",72.8%,"$2,399,407",27.2%
312,Dolphins and Whales 3D: Tribes of the Ocean,"$8,808,659","$7,714,996",87.6%,"$1,093,663",12.4%
313,Open Season 2,"$8,797,168",-,-,"$8,797,168",100%
314,My Wife Got Married,"$8,789,900",-,-,"$8,789,900",100%
315,Arn: The Kingdom at the End of the Road,"$8,787,136",-,-,"$8,787,136",100%
316,Big Stan,"$8,742,330",-,-,"$8,742,330",100%
317,The Ottoman Republic,"$8,689,739",-,-,"$8,689,739",100%
318,How She Move,"$8,659,212","$7,070,641",81.7%,"$1,588,571",18.3%
319,Fashion,"$8,658,713","$191,442",2.2%,"$8,467,271",97.8%
320,"One Piece: Episode of Chopper Plus - Bloom in the Winter, Miracle Sakura","$8,654,110",-,-,"$8,654,110",100%
321,Winter in Wartime,"$8,652,414",-,-,"$8,652,414",100%
322,Die Geschichte vom Brandner Kaspar,"$8,623,057",-,-,"$8,623,057",100%
323,Where the Legend Lives,"$8,519,868",-,-,"$8,519,868",100%
324,The Last Princess,"$8,510,570",-,-,"$8,510,570",100%
325,Then She Found Me,"$8,443,998","$3,735,717",44.2%,"$4,708,281",55.8%
326,Freche Mädchen,"$8,402,879",-,-,"$8,402,879",100%
327,Chef's Special,"$8,394,912",-,-,"$8,394,912",100%
328,Death Defying Acts,"$8,394,639","$5,665",<0.1%,"$8,388,974",99.9%
329,We Are from the Future,"$8,321,959",-,-,"$8,321,959",100%
330,Superior Ultraman 8 Brothers,"$8,303,348",-,-,"$8,303,348",100%
331,The Villain,"$8,146,369",-,-,"$8,146,369",100%
332,Black and White,"$8,096,913",-,-,"$8,096,913",100%
333,Kamen Rider Kiva: King of the Castle in the Demon World,"$7,972,682",-,-,"$7,972,682",100%
334,My Mom's New Boyfriend,"$7,963,718",-,-,"$7,963,718",100%
335,Funny Games,"$7,938,872","$1,294,919",16.3%,"$6,643,953",83.7%
336,Iesu! Purikyua 5 gô gô! Okashi no kuni no happî bâsudei,"$7,917,458",-,-,"$7,917,458",100%
337,Summer Hours,"$7,835,857","$1,657,001",21.1%,"$6,178,856",78.9%
338,The Children of Huang Shi,"$7,785,317","$1,031,872",13.3%,"$6,753,445",86.7%
339,Lovers of 6 Years,"$7,780,316",-,-,"$7,780,316",100%
340,Un'estate al mare,"$7,770,731",-,-,"$7,770,731",100%
341,Vsyo mogut koroli,"$7,738,781",-,-,"$7,738,781",100%
342,Expelled: No Intelligence Allowed,"$7,720,487","$7,720,487",100%,-,-
343,Thoda Pyaar Thoda Magic,"$7,631,012","$365,401",4.8%,"$7,265,611",95.2%
344,Kidnap,"$7,601,003",-,-,"$7,601,003",100%
345,The Girl from Monaco,"$7,553,160","$602,992",8%,"$6,950,168",92%
